,nconst,nof_films,avg_profit,primaryName,category,log_avg_profit,nof_films_T,avg_profit_T,log_avg_profit_T,kmeans
1681,nm0337773,4,2.223359220238095,David Gordon Green,writer,0.35,1.1500703752407182,-0.013998493983171344,0.6345972543578154,3
1682,nm0337825,1,0.73453735,Ellen Green,writer,-0.14,-0.44404429841250825,-0.20762948287299063,-0.1334156825126569,1
1683,nm0338169,8,0.8860298654600245,Michael Green,writer,-0.05,3.2755566067783533,-0.1879268937558388,0.0076479181370217204,0
1684,nm0338381,1,0.9503328666666667,Tom Green,writer,-0.02,-0.44404429841250825,-0.17956386929930376,0.05466911835358126,1
1685,nm0338396,4,0.6632521322875817,Walon Green,writer,-0.18,1.1500703752407182,-0.21690059009864834,-0.19611061613473627,3
1686,nm0338537,1,3.6706141,Jonathan Greenberg,writer,0.56,-0.44404429841250825,0.1742264368469344,0.9637456558737324,1
1687,nm0338557,3,1.3661194902534113,Matt Greenberg,writer,0.14,0.6186988173563094,-0.1254881086581834,0.30544885284189877,3
1688,nm0338569,1,1.57610288,Paul Greenberg,writer,0.2,-0.44404429841250825,-0.09817840007594311,0.39949125327501783,1
1689,nm0338576,2,2.194865575,Rob Greenberg,writer,0.34,0.08732725947190056,-0.01770427827800153,0.6189235209522957,1
1690,nm0338804,1,0.61416835,John L. Greene,writer,-0.21,-0.44404429841250825,-0.22328425593053,-0.24313181635129577,1
1691,nm0339004,1,4.846516117647059,Luke Greenfield,writer,0.69,-0.44404429841250825,0.3271601591854711,1.1675041901454901,1
1692,nm0339011,1,1.28748068,Max Greenfield,writer,0.11,-0.44404429841250825,-0.13571559852710355,0.25842765262533923,1
1693,nm0339030,3,1.1453592041910332,Paul Greengrass,writer,0.06,0.6186988173563094,-0.15419942285389818,0.18005898559774003,3
1694,nm0339043,1,0.136289375,Matt Greenhalgh,writer,-0.85,-0.44404429841250825,-0.2854355316127614,-1.246250754304566,1
1695,nm0339245,1,1.6999077777777778,Maggie Greenwald,writer,0.23,-0.44404429841250825,-0.08207676611601186,0.4465124534915774,1
1696,nm0339733,1,2.73059515,Alex Gregory,writer,0.44,-0.44404429841250825,0.051970845024817296,0.7756608550074942,1
1697,nm0339737,1,0.01068,Andre Gregory,writer,-2.0,-0.44404429841250825,-0.30177184959766085,-3.048730095939348,1
1698,nm0339925,1,0.670373925,Philippa Gregory,writer,-0.17,-0.44404429841250825,-0.21597435453404495,-0.18043688272921643,1
1699,nm0340343,1,0.18896845,William Lindsay Gresham,writer,-0.72,-0.44404429841250825,-0.2785842745282455,-1.042492220032808,1
1700,nm0340485,4,1.2269725878066378,Kevin Grevioux,writer,0.09,1.1500703752407182,-0.1435850703299079,0.2270801858142996,3
1701,nm0340580,1,0.1773836,Harry Grey,writer,-0.74,-0.44404429841250825,-0.2800909597848783,-1.0738396868438476,1
1702,nm0340674,1,0.32708094444444447,Rudolph Grey,writer,-0.48,-0.44404429841250825,-0.26062184435985963,-0.6663226183003316,1
1703,nm0341176,3,1.9984530416666668,Eddie Griffin,writer,0.3,0.6186988173563094,-0.043249008524075795,0.5562285873302163,3
1704,nm0341372,4,0.5829544137464986,Ted Griffin,writer,-0.24,1.1500703752407182,-0.22734383180372877,-0.29015301656785536,3
1705,nm0341458,2,0.9298874423076924,Charles B. Griffith,writer,-0.03,0.08732725947190056,-0.18222293000766582,0.038995384948061415,1
1706,nm0341656,2,0.547058543315508,David Griffiths,writer,-0.26,0.08732725947190056,-0.2320123237352061,-0.3215004833788951,1
1707,nm0341735,2,0.547058543315508,Peter Griffiths,writer,-0.26,0.08732725947190056,-0.2320123237352061,-0.3215004833788951,1
1708,nm0341767,1,1.2054525074626865,Trevor Griffiths,writer,0.08,-0.44404429841250825,-0.1463838970541024,0.21140645240877973,1
1709,nm0342278,2,62.52513621894128,Jacob Grimm,writer,1.8,0.08732725947190056,7.828640672920632,2.907288598158193,4
1710,nm0342303,2,62.52513621894128,Wilhelm Grimm,writer,1.8,0.08732725947190056,7.828640672920632,2.907288598158193,4
1711,nm0342617,1,0.5773121621621622,Tony Grisoni,writer,-0.24,-0.44404429841250825,-0.22807764340045492,-0.29015301656785536,1
1712,nm0343165,1,6.008277636363636,Winston Groom,writer,0.78,-0.44404429841250825,0.478254817465346,1.308567790795169,6
1713,nm0343472,1,0.566116,Paul Gross,writer,-0.24,-0.44404429841250825,-0.22953377727017266,-0.29015301656785536,1
1714,nm0344259,2,3.131511538461538,J. Mackye Gruber,writer,0.5,0.08732725947190056,0.10411263465847431,0.8697032554406132,1
1715,nm0345174,1,0.5005465,Luca Guadagnino,writer,-0.3,-0.44404429841250825,-0.2380615181502691,-0.3841954170009744,1
1716,nm0345488,2,2.5464183289473685,Paul Guay,writer,0.41,0.08732725947190056,0.0280174489175307,0.7286396547909345,1
1717,nm0345615,3,1.094331485185185,Christian Gudegast,writer,0.04,0.6186988173563094,-0.1608359103272546,0.14871151878670033,3
1718,nm0345674,1,0.22857333333333332,Lars Gudmestad,writer,-0.64,-0.44404429841250825,-0.27343340129216603,-0.9171023527886492,1
1719,nm0346096,1,0.4604438,Tonino Guerra,writer,-0.34,-0.44404429841250825,-0.243277135688793,-0.4468903506230539,1
1720,nm0346351,1,0.0285863,Marcela Guerty,writer,-1.52,-0.44404429841250825,-0.2994430185630903,-2.2963908924743954,1
1721,nm0346407,1,8.833374677419355,Judith Guest,writer,0.95,-0.44404429841250825,0.8456771026322344,1.5750212586890062,6
1722,nm0346676,1,0.0205659,Benoît Guichard,writer,-1.7,-0.44404429841250825,-0.30048612386288254,-2.5785180937737526,1
1723,nm0346938,1,0.5302446086956522,Derek Guiley,writer,-0.28,-0.44404429841250825,-0.23419908553166652,-0.3528479501899348,1
1724,nm0347492,1,0.325196,Alain Guiraudie,writer,-0.48,-0.44404429841250825,-0.26086699367159144,-0.6663226183003316,1
1725,nm0347797,1,47.369882352941175,Sean Gullette,writer,1.68,-0.44404429841250825,5.857601120364515,2.719203797291955,4
1726,nm0348160,2,1.8932630352622062,Brian Gunn,writer,0.28,0.08732725947190056,-0.056929654522488514,0.5248811205191767,1
1727,nm0348181,8,1.4211944119167703,James Gunn,writer,0.15,3.2755566067783533,-0.11832525609812522,0.32112258624741863,0
1728,nm0348197,3,1.5284136277777778,Jon Gunn,writer,0.18,0.6186988173563094,-0.10438069818278661,0.36814378646397816,3
1729,nm0348208,2,1.8932630352622062,Mark Gunn,writer,0.28,0.08732725947190056,-0.056929654522488514,0.5248811205191767,1
1730,nm0348640,3,8.970013203703703,Andrew Gurland,writer,0.95,0.6186988173563094,0.8634478336335559,1.5750212586890062,6
1731,nm0349126,1,0.008688666666666667,Mark Gustawes,writer,-2.0,-0.44404429841250825,-0.3020308354778729,-3.048730095939348,1
1732,nm0349189,1,0.40048869444444446,David Guterson,writer,-0.4,-0.44404429841250825,-0.2510746879747889,-0.5409327510561729,1
1733,nm0349406,4,1.3178281318939395,Sebastian Gutierrez,writer,0.12,1.1500703752407182,-0.13176871459291606,0.2741013860308591,3
1734,nm0349935,1,0.3370016,Paul Guyot,writer,-0.47,-0.44404429841250825,-0.2593315984385324,-0.6506488848948118,1
1735,nm0349966,1,2.27772665,Eddie Guzelian,writer,0.36,-0.44404429841250825,-0.006927655356578705,0.6502709877633354,1
1736,nm0351021,1,0.31127244444444446,Beto Gómez,writer,-0.51,-0.44404429841250825,-0.2626778428302308,-0.7133438185168912,1
1737,nm0351772,1,0.59424,Trent Haaga,writer,-0.23,-0.44404429841250825,-0.2258760677480346,-0.2744792831623355,1
1738,nm0351919,1,0.82964414,Charles S. Haas,writer,-0.08,-0.44404429841250825,-0.19526022489393413,-0.039373282079537816,1
1739,nm0351929,4,1.1459021664912281,Derek Haas,writer,0.06,1.1500703752407182,-0.15412880706753831,0.18005898559774003,3
1740,nm0352320,2,2.668510116923077,Heather Hach,writer,0.43,0.08732725947190056,0.043896281781049755,0.7599871216019742,1
1741,nm0352443,1,0.4665544025157233,Albert Hackett,writer,-0.33,-0.44404429841250825,-0.24248241200056364,-0.431216617217534,1
1742,nm0352968,1,0.0210291875,Lucile Hadzihalilovic,writer,-1.7,-0.44404429841250825,-0.30042587030363643,-2.5785180937737526,1
1743,nm0353038,1,6.846428928571428,Daryl Haney,writer,0.84,-0.44404429841250825,0.5872618563823123,1.402610191228288,6
1744,nm0353183,1,0.9982733777777778,Jeremy Haft,writer,0.0,-0.44404429841250825,-0.17332889333616638,0.08601658516462095,1
1745,nm0353673,6,1.1289305686589821,Paul Haggis,writer,0.05,2.212813491009536,-0.15633607399247446,0.1643852521922202,0
1746,nm0353929,1,0.5905405,Kristin Hahn,writer,-0.23,-0.44404429841250825,-0.2263572118376787,-0.2744792831623355,1
1747,nm0354091,1,0.145382,Andrew Haigh,writer,-0.82,-0.44404429841250825,-0.28425297646257897,-1.1992295540880062,1
1748,nm0354968,1,0.4683336444444444,Mary Hale,writer,-0.33,-0.44404429841250825,-0.2422510099900079,-0.431216617217534,1
1749,nm0355054,2,2.1094940764492756,Jonathan Hales,writer,0.32,0.08732725947190056,-0.028807398146021047,0.587576054141256,1
1750,nm0355077,1,1.376283142857143,Alex Haley,writer,0.14,-0.44404429841250825,-0.12416625938680051,0.30544885284189877,1
1751,nm0355181,1,0.9840132720232333,H.B. Halicki,writer,-0.01,-0.44404429841250825,-0.175183513041937,0.0703428517591011,1
1752,nm0355699,3,2.2329186109195405,Jason Hall,writer,0.35,0.6186988173563094,-0.012755232913573838,0.6345972543578154,3
1753,nm0355822,4,1.7178054761904762,Lee Hall,writer,0.24,1.1500703752407182,-0.07974905377393811,0.46218618689709723,3
1754,nm0355973,1,3.7235384,Parnell Hall,writer,0.57,-0.44404429841250825,0.18110958704116323,0.9794193892792521,1
1755,nm0356539,1,0.28291706666666666,Brett Halliday,writer,-0.55,-0.44404429841250825,-0.26636564454057077,-0.7760387521389707,1
1756,nm0357000,2,0.40965145416666665,Philip Halprin,writer,-0.39,0.08732725947190056,-0.24988301134681862,-0.5252590176506531,1
1757,nm0357453,9,1.8742633356627683,John Hamburg,writer,0.27,3.806928164662762,-0.05940068930212963,0.5092073871136568,0
1758,nm0357703,2,0.7804278916666667,Anna Hamilton Phelan,writer,-0.11,0.08732725947190056,-0.20166111879852613,-0.08639448229609735,1
1759,nm0358334,3,3.097279681865079,Sam Hamm,writer,0.49,0.6186988173563094,0.09966055857280608,0.8540295220350933,3
1760,nm0358839,1,1.0058873696969697,Earl Hamner Jr.,writer,0.0,-0.44404429841250825,-0.17233864405639426,0.08601658516462095,1
1761,nm0358842,1,1.670495,Robert Hamner,writer,0.22,-0.44404429841250825,-0.08590208958885741,0.43083872008605756,1
1762,nm0358960,5,0.5743487950786309,Christopher Hampton,writer,-0.24,1.6814419331251271,-0.22846304860593858,-0.29015301656785536,3
1763,nm0359387,4,2.36405843872549,John Lee Hancock,writer,0.37,1.1500703752407182,0.004300356508178683,0.6659447211688552,3
1764,nm0359504,2,0.534145367032967,Ari Handel,writer,-0.28,0.08732725947190056,-0.23369176648338194,-0.3528479501899348,1
1765,nm0359563,1,1.4306384363636364,Peter Handke,writer,0.16,-0.44404429841250825,-0.1170969991593325,0.3367963196529385,1
1766,nm0359634,1,0.63503125,Henk Handloegten,writer,-0.19,-0.44404429841250825,-0.2205708997937993,-0.21178434954025613,1
1767,nm0359734,3,0.424735982674685,Michael Haneke,writer,-0.38,0.6186988173563094,-0.24792117008808082,-0.5095852842451332,3
1768,nm0360106,1,0.0315845,Roberta Hanley,writer,-1.52,-0.44404429841250825,-0.29905308310976664,-2.2963908924743954,1
1769,nm0360144,1,1.50567455,Mark Hanlon,writer,0.18,-0.44404429841250825,-0.1073380634691049,0.36814378646397816,1
1770,nm0360253,3,1.9343005908702793,William Hanna,writer,0.29,0.6186988173563094,-0.051592452918416576,0.5405548539246964,3
1771,nm0360352,1,11.8339535,Brian Hannant,writer,1.07,-0.44404429841250825,1.2359219373385006,1.7631060595552446,6
1772,nm0361069,1,0.13030496666666666,Ron Hansen,writer,-0.89,-0.44404429841250825,-0.28621384292499286,-1.3089456879266452,1
1773,nm0361407,1,0.027601,Jugal Hansraj,writer,-1.52,-0.44404429841250825,-0.2995711632506227,-2.2963908924743954,1
1774,nm0362146,1,0.222835,Robert Harders,writer,-0.66,-0.44404429841250825,-0.2741797089466439,-0.9484498195996889,1
1775,nm0362544,3,3.171943011111111,Gary Hardwick,writer,0.5,0.6186988173563094,0.10937101122313107,0.8697032554406132,3
1776,nm0362566,2,1.1510307499999999,Catherine Hardwicke,writer,0.06,0.08732725947190056,-0.1534618013523088,0.18005898559774003,1
1777,nm0362734,2,3.45582625,Rob Hardy,writer,0.54,0.08732725947190056,0.1462918768915738,0.9323981890626927,1
1778,nm0362762,2,0.42057858177308893,Thomas Hardy,writer,-0.38,0.08732725947190056,-0.2484618671747368,-0.5095852842451332,1
1779,nm0362766,1,1.9413669636363637,Tom Hardy,writer,0.29,-0.44404429841250825,-0.05067342507908063,0.5405548539246964,1
1780,nm0362998,1,0.5015220153846154,Thomas Hargrove,writer,-0.3,-0.44404429841250825,-0.237934646015747,-0.3841954170009744,1
1781,nm0363326,2,2.0373917427083335,Robert Harling,writer,0.31,0.08732725947190056,-0.038184776637438356,0.5719023207357361,1
1782,nm0363559,1,1.04804695,Sandra Harmon,writer,0.02,-0.44404429841250825,-0.16685551582699099,0.11736405197566065,1
1783,nm0363958,3,2.5985369915204677,Sam Harper,writer,0.41,0.6186988173563094,0.034795820712962555,0.7286396547909345,3
1784,nm0364025,1,0.94516635,Jonathan Harr,writer,-0.02,-0.44404429841250825,-0.18023580846897921,0.05466911835358126,1
1785,nm0364143,1,0.5422526,Heinrich Harrer,writer,-0.27,-0.44404429841250825,-0.23263736799021925,-0.33717421678441495,1
1786,nm0364423,1,0.6188089285714286,Amy Harris,writer,-0.21,-0.44404429841250825,-0.22268071843839002,-0.24313181635129577,1
1787,nm0364862,1,2.86037452,Joanne Harris,writer,0.46,-0.44404429841250825,0.0688494980409629,0.807008321818534,1
1788,nm0364899,1,4.650199428571429,Joe Harris,writer,0.67,-0.44404429841250825,0.3016278941098578,1.1361567233344507,1
1789,nm0365249,1,0.34536775555555554,Robert Harris,writer,-0.46,-0.44404429841250825,-0.2582435253749837,-0.634975151489292,1
1790,nm0365383,4,2.5456018893501327,Thomas Harris,writer,0.41,1.1500703752407182,0.02791126562606931,0.7286396547909345,3
1791,nm0365390,6,2.291645851517094,Timothy Harris,writer,0.36,2.212813491009536,-0.0051173724690223915,0.6502709877633354,0
1792,nm0365615,1,2.230626,Greg Harrison,writer,0.35,-0.44404429841250825,-0.013053401907705571,0.6345972543578154,1
1793,nm0365659,2,1.5749523142857142,Jim Harrison,writer,0.2,0.08732725947190056,-0.09832803864687858,0.39949125327501783,1
1794,nm0365666,1,1.0803769647058823,John Harrison,writer,0.03,-0.44404429841250825,-0.1626507866760676,0.1330377853811805,1
1795,nm0365938,1,0.2712971142857143,William Harrison,writer,-0.57,-0.44404429841250825,-0.2678768950906561,-0.8073862189500102,1
1796,nm0366004,1,1.883785625,Mary Harron,writer,0.27,-0.44404429841250825,-0.058162253504186724,0.5092073871136568,1
1797,nm0366337,7,1.3203627123582766,James V. Hart,writer,0.12,2.7441850488939448,-0.1314390758822408,0.2741013860308591,0
1798,nm0366389,4,7.0497098129310345,Kevin Hart,writer,0.85,1.1500703752407182,0.6136998604496847,1.4182839246338077,3
1799,nm0366454,1,5.981475611111111,Moss Hart,writer,0.78,-0.44404429841250825,0.474769039376214,1.308567790795169,6
1800,nm0366989,1,0.41620072,Leonard Hartman,writer,-0.38,-0.44404429841250825,-0.24903123663477209,-0.5095852842451332,1
1801,nm0367005,1,5.863906285714286,Phil Hartman,writer,0.77,-0.44404429841250825,0.45947838225008286,1.292894057389649,6
1802,nm0367724,3,7.690818222222222,Steve Harvey,writer,0.89,0.6186988173563094,0.6970801880484316,1.4809788582558872,3
1803,nm0367761,1,0.9503328666666667,Derek Harvie,writer,-0.02,-0.44404429841250825,-0.17956386929930376,0.05466911835358126,1
1804,nm0367820,2,14.23270875,Johanna Harwood,writer,1.15,0.08732725947190056,1.5478956935326291,1.888495926799403,6
1805,nm0367838,8,0.500709997897473,Ronald Harwood,writer,-0.3,3.2755566067783533,-0.23804025418296584,-0.3841954170009744,0
1806,nm0367867,3,0.5369242053724054,Adi Hasak,writer,-0.27,0.6186988173563094,-0.2333303604438909,-0.33717421678441495,3
1807,nm0367895,1,3.2963730238095237,Patrick Hasburgh,writer,0.52,-0.44404429841250825,0.12555394545321016,0.901050722251653,1
1808,nm0368007,1,1.5452558666666667,Gustav Hasford,writer,0.19,-0.44404429841250825,-0.10219025523164121,0.383817519869498,1
1809,nm0368074,1,1.0381406111111111,Shinobu Hashimoto,writer,0.02,-0.44404429841250825,-0.16814389977249714,0.11736405197566065,1
1810,nm0368180,1,0.5401816875,Jim Haskins,writer,-0.27,-0.44404429841250825,-0.23290670365978133,-0.33717421678441495,1
1811,nm0368602,1,0.0169466,Matthew Hastings,writer,-1.7,-0.44404429841250825,-0.30095683741975476,-2.5785180937737526,1
1812,nm0368774,2,1.1142654555555556,Jeffrey Hatcher,writer,0.05,0.08732725947190056,-0.15824336754394774,0.1643852521922202,1
1813,nm0368818,2,0.8424193821428572,Richard Hatem,writer,-0.08,0.08732725947190056,-0.1935987213797275,-0.039373282079537816,1
1814,nm0369142,1,24.76847159090909,Lawrence Hauben,writer,1.39,-0.44404429841250825,2.918140326806044,2.264665528531879,6
1815,nm0369561,1,0.5071270821917808,Stephen Hauser,writer,-0.29,-0.44404429841250825,-0.2372056705416754,-0.36852168359545456,1
1816,nm0369675,1,1.183377238095238,Chris Hauty,writer,0.07,-0.44404429841250825,-0.14925492972972035,0.1957327190032599,1
1817,nm0369841,1,1.0362019047619047,Jean C. Havez,writer,0.02,-0.44404429841250825,-0.1683960411703823,0.11736405197566065,1
1818,nm0370426,1,0.20764814,Nathaniel Hawthorne,writer,-0.68,-0.44404429841250825,-0.2761548590829466,-0.9797972864107286,1
1819,nm0370928,5,2.144847514761905,Carey W. Hayes,writer,0.33,1.6814419331251271,-0.02420945304730019,0.6032497875467758,3
1820,nm0370937,5,2.144847514761905,Chad Hayes,writer,0.33,1.6814419331251271,-0.02420945304730019,0.6032497875467758,3
1821,nm0371249,5,3.782735946095238,Terry Hayes,writer,0.58,1.6814419331251271,0.18880861378130542,0.9950931226847719,3
1822,nm0371684,4,1.0986279400120773,David Hayter,writer,0.04,1.1500703752407182,-0.16027712837121139,0.14871151878670033,3
1823,nm0371755,1,1.0136450909090908,Jimmy Hayward,writer,0.0,-0.44404429841250825,-0.17132970184519858,0.08601658516462095,1
1824,nm0372222,2,1.1382472420634921,Josh Heald,writer,0.06,0.08732725947190056,-0.1551243798868591,0.18005898559774003,1
1825,nm0372356,1,0.22426075,Matthew L. Healy,writer,-0.66,-0.44404429841250825,-0.2739942808656032,-0.9484498195996889,1
1826,nm0372659,1,0.6548110571428571,Jennifer Heath,writer,-0.19,-0.44404429841250825,-0.21799840694312075,-0.21178434954025613,1
1827,nm0372773,1,0.038066625,Dennis Heaton,writer,-1.4,-0.44404429841250825,-0.29821004050074273,-2.1083060916081573,1
1828,nm0372942,1,0.37356055,Ben Hecht,writer,-0.43,-0.44404429841250825,-0.2545768686869192,-0.5879539512727324,1
1829,nm0373151,1,1.4226906153846153,Andy Hedden,writer,0.15,-0.44404429841250825,-0.11813066508435079,0.32112258624741863,1
1830,nm0373154,2,2.145742907692308,Rob Hedden,writer,0.33,0.08732725947190056,-0.02409300136021481,0.6032497875467758,1
1831,nm0373282,5,2.490993960444185,Peter Hedges,writer,0.4,1.6814419331251271,0.020809148518135773,0.7129659213854148,3
1832,nm0373320,1,13.274457571428572,Thomas Hedley Jr.,writer,1.12,-0.44404429841250825,1.42326888154071,1.8414747265828437,6
1833,nm0373571,4,4.840747347447868,Kevin Heffernan,writer,0.68,1.1500703752407182,0.3264098930181903,1.1518304567399704,3
1834,nm0374084,1,0.9556069444444445,Carol Heikkinen,writer,-0.02,-0.44404429841250825,-0.17887794110600716,0.05466911835358126,1
1835,nm0374302,1,2.7523011466666665,Allan Heinberg,writer,0.44,-0.44404429841250825,0.054793851378649,0.7756608550074942,1
1836,nm0374423,1,0.5220416857142857,Robert A. Heinlein,writer,-0.28,-0.44404429841250825,-0.23526592913493458,-0.3528479501899348,1
1837,nm0374560,1,8.227282923076922,Andres Heinz,writer,0.92,-0.44404429841250825,0.7668509192604636,1.5280000584724467,6
1838,nm0375043,1,1.587468052631579,Ian Helfer,writer,0.2,-0.44404429841250825,-0.09670028529300793,0.39949125327501783,1
1839,nm0375355,1,0.2801224,Lukas Heller,writer,-0.55,-0.44404429841250825,-0.2667291091571924,-0.7760387521389707,1
1840,nm0375398,1,0.6367315636363636,Zoë Heller,writer,-0.19,-0.44404429841250825,-0.22034976292214703,-0.21178434954025613,1
1841,nm0375561,1,0.14987095238095238,Axel Hellstenius,writer,-0.82,-0.44404429841250825,-0.2836691589448634,-1.1992295540880062,1
1842,nm0376247,1,0.075446,Kevin Hench,writer,-1.1,-0.44404429841250825,-0.29334860913006044,-1.6380940894425622,1
1843,nm0376260,4,1.5412747147368422,Chris Henchy,writer,0.19,1.1500703752407182,-0.10270802999066544,0.383817519869498,3
1844,nm0377088,3,2.067785877777778,Hilary Henkin,writer,0.32,0.6186988173563094,-0.03423182125197907,0.587576054141256,3
1845,nm0377417,2,1.7238505295238093,Paul Henning,writer,0.24,0.08732725947190056,-0.07896285518415126,0.46218618689709723,1
1846,nm0377485,1,0.8162035714285715,Robert Henny,writer,-0.09,-0.44404429841250825,-0.19700825844700853,-0.05504701548505765,1
1847,nm0377543,1,1.6615853636363636,Richard P. Henrick,writer,0.22,-0.44404429841250825,-0.08706084587409638,0.43083872008605756,1
1848,nm0377750,3,0.9190718476190476,Buck Henry,writer,-0.04,0.6186988173563094,-0.1836295685967798,0.02332165154254157,3
1849,nm0377792,2,1.5387545666666669,R. Lance Hill,writer,0.19,0.08732725947190056,-0.10303579167440453,0.383817519869498,1
1850,nm0378144,7,0.8803980335791193,Jonathan Hensleigh,writer,-0.06,2.7441850488939448,-0.1886593502022144,-0.008025815268498116,0
1851,nm0378541,1,1.484970305263158,Frank Herbert,writer,0.17,-0.44404429841250825,-0.11003078545469101,0.35247005305845835,1
1852,nm0378562,1,1.5532137,James Herbert,writer,0.19,-0.44404429841250825,-0.1011552871346806,0.383817519869498,1
1853,nm0378960,1,0.5968602384615385,Hergé,writer,-0.22,-0.44404429841250825,-0.22553528865647432,-0.25880554975681563,1
1854,nm0379052,1,12.4402925,James Leo Herlihy,writer,1.09,-0.44404429841250825,1.3147802766196723,1.7944535263662842,6
1855,nm0379056,8,2.911799432151268,Tim Herlihy,writer,0.46,3.2755566067783533,0.07553764307192597,0.807008321818534,0
1856,nm0379179,2,0.7461615733333333,Mark Herman,writer,-0.12,0.08732725947190056,-0.2061176768577086,-0.10206821570161718,1
1857,nm0379747,1,2.5502585333333334,Barbara Herndon,writer,0.41,-0.44404429841250825,0.028516892529730248,0.7286396547909345,1
1858,nm0380282,3,1.9140521522486773,Michael Herr,writer,0.28,0.6186988173563094,-0.054225894347610916,0.5248811205191767,3
1859,nm0380419,1,2.1570833333333335,Hayden Herrera,writer,0.33,-0.44404429841250825,-0.022618105084710675,0.6032497875467758,1
1860,nm0380705,1,0.15847476470588234,Rowdy Herrington,writer,-0.8,-0.44404429841250825,-0.282550177069327,-1.1678820872769669,1
1861,nm0380819,2,2.2155307511904763,William Blake Herron,writer,0.35,0.08732725947190056,-0.015016637411532844,0.6345972543578154,1
1862,nm0380980,4,0.856585645436508,Marshall Herskovitz,writer,-0.07,1.1500703752407182,-0.19175630649769432,-0.023699548674017978,3
1863,nm0381110,1,1.328854484848485,Michael Hertzberg,writer,0.12,-0.44404429841250825,-0.1303346655175251,0.2741013860308591,1
1864,nm0381221,4,4.106237786060606,Adam Herz,writer,0.61,1.1500703752407182,0.23088213676774086,1.0421143229013314,3
1865,nm0381272,3,2.6194935555555556,Jim Herzfeld,writer,0.42,0.6186988173563094,0.03752135846799161,0.7443133881964544,3
1866,nm0381273,1,0.5810369523809524,John Herzfeld,writer,-0.24,-0.44404429841250825,-0.22759321015300663,-0.29015301656785536,1
1867,nm0381388,1,0.9554730769230769,Kit Hesketh-Harvey,writer,-0.02,-0.44404429841250825,-0.17889535144975666,0.05466911835358126,1
1868,nm0381416,4,1.9087526076397516,Grant Heslov,writer,0.28,1.1500703752407182,-0.054915134668300114,0.5248811205191767,3
1869,nm0381478,3,37.956847935855265,Jared Hess,writer,1.58,0.6186988173563094,4.633374636948627,2.5624664632367566,4
1870,nm0381723,1,0.18999816666666666,James Hetfield,writer,-0.72,-0.44404429841250825,-0.2784503531636896,-1.042492220032808,1
1871,nm0381757,2,0.4925976458333333,Olivia Hetreed,writer,-0.31,0.08732725947190056,-0.23909531844807536,-0.3998691504064943,1
1872,nm0382072,1,0.12510758181818182,Peter Hewitt,writer,-0.89,-0.44404429841250825,-0.28688979670292336,-1.3089456879266452,1
1873,nm0382114,1,0.1625798,Jamie Hewlett,writer,-0.8,-0.44404429841250825,-0.28201629047126103,-1.1678820872769669,1
1874,nm0382375,1,1.29870816,Andy Heyward,writer,0.11,-0.44404429841250825,-0.1342553915684343,0.25842765262533923,1
1875,nm0382437,2,0.60168533,Carl Hiaasen,writer,-0.22,0.08732725947190056,-0.2249077540502512,-0.25880554975681563,1
1876,nm0382956,2,3.463183438131313,Scott Hicks,writer,0.54,0.08732725947190056,0.1472487271647947,0.9323981890626927,1
1877,nm0383359,1,3.4000798536585366,Colin Higgins,writer,0.53,-0.44404429841250825,0.1390416946727197,0.9167244556571728,1
1878,nm0383389,1,1.0017370666666667,George V. Higgins,writer,0.0,-0.44404429841250825,-0.17287841801862217,0.08601658516462095,1
1879,nm0383604,3,1.043955263888889,Patricia Highsmith,writer,0.02,0.6186988173563094,-0.16738766627679225,0.11736405197566065,3
1880,nm0383605,1,0.0028202857142857144,Avi Nesher,writer,0.0,-0.44404429841250825,-0.30279405667290404,0.08601658516462095,1
1881,nm0383733,1,0.7783793076923077,Nat Hiken,writer,-0.11,-0.44404429841250825,-0.2019275504977834,-0.08639448229609735,1
1882,nm0384185,7,3.6449295976190474,Debra Hill,writer,0.56,2.7441850488939448,0.17088599989165823,0.9637456558737324,0
1883,nm0384398,2,0.643062425,John Hill,writer,-0.19,0.08732725947190056,-0.2195263931350218,-0.21178434954025613,1
1884,nm0384702,1,3.6222193333333332,Susan Hill,writer,0.56,-0.44404429841250825,0.16793238198779928,0.9637456558737324,1
1885,nm0384722,2,1.46372305,Tim Hill,writer,0.16,0.08732725947190056,-0.11279412949875839,0.3367963196529385,1
1886,nm0384864,3,1.710022718018018,Stephen Hillenburg,writer,0.23,0.6186988173563094,-0.08076125220502535,0.4465124534915774,3
1887,nm0385430,1,0.43085944285714284,David Himmelstein,writer,-0.37,-0.44404429841250825,-0.24712477417648185,-0.49391155083961336,1
1888,nm0385630,2,4.284544825396825,Anthony Hines,writer,0.63,0.08732725947190056,0.25407212950150326,1.0734617897123713,1
1889,nm0385725,1,0.001218,Timothy Hines,writer,0.0,-0.44404429841250825,-0.30300244437430957,0.08601658516462095,1
1890,nm0385726,1,1.29971436,Tom Hines,writer,0.11,-0.44404429841250825,-0.13412452869966826,0.25842765262533923,1
1891,nm0386023,1,2.5837195,S.E. Hinton,writer,0.41,-0.44404429841250825,0.03286870935509686,0.7286396547909345,1
1892,nm0386246,1,0.8213192592592593,Rajkumar Hirani,writer,-0.09,-0.44404429841250825,-0.19634292989877242,-0.05504701548505765,1
1893,nm0386694,2,0.7505949709090909,Michael Hirst,writer,-0.12,0.08732725947190056,-0.20554108460453435,-0.10206821570161718,1
