,nconst,nof_films,avg_profit,primaryName,category,log_avg_profit,nof_films_T,avg_profit_T,log_avg_profit_T,kmeans
134,nm0000983,1,0.7743302666666667,Albert Brooks,writer,-0.11,-0.44404429841250825,-0.20245415467624364,-0.08639448229609735,1
135,nm0000985,4,1.579255958275862,James L. Brooks,writer,0.2,1.1500703752407182,-0.09776832169329247,0.39949125327501783,3
136,nm0001005,3,2.2185395140056023,Jane Campion,writer,0.35,0.6186988173563094,-0.014625328195249898,0.6345972543578154,3
137,nm0001008,1,0.4665544025157233,Frank Capra,writer,-0.33,-0.44404429841250825,-0.24248241200056364,-0.431216617217534,1
138,nm0001022,1,2.524299625,Dana Carvey,writer,0.4,-0.44404429841250825,0.025140767291672243,0.7129659213854148,1
139,nm0001023,1,0.1399243,John Cassavetes,writer,-0.85,-0.44404429841250825,-0.28496278592278995,-1.246250754304566,1
140,nm0001024,2,1.7777292196969698,Nick Cassavetes,writer,0.25,0.08732725947190056,-0.0719555803268516,0.4778599203026171,1
141,nm0001031,3,0.3703219,Claude Chabrol,writer,-0.43,0.6186988173563094,-0.25499807623008064,-0.5879539512727324,3
142,nm0001037,1,6.40598,Graham Chapman,writer,0.81,-0.44404429841250825,0.5299786022203432,1.3555889910117285,6
143,nm0001047,2,1.6722389371212123,Michael Cimino,writer,0.22,0.08732725947190056,-0.08567527919864734,0.43083872008605756,1
144,nm0001053,17,1.656140529512205,Ethan Coen,writer,0.22,8.057900627738032,-0.08776898204328985,0.43083872008605756,5
145,nm0001054,15,1.8366455356693876,Joel Coen,writer,0.26,6.995157511969215,-0.0642931293973392,0.4935336537081369,5
146,nm0001060,4,4.3423422211616165,Chris Columbus,writer,0.64,1.1500703752407182,0.26158905756449785,1.089135523117891,3
147,nm0001068,7,2.207833293027211,Sofia Coppola,writer,0.34,2.7441850488939448,-0.016017742020409075,0.6189235209522957,0
148,nm0001070,1,1.0692516,Bill Cosby,writer,0.03,-0.44404429841250825,-0.1640977128751134,0.1330377853811805,1
149,nm0001081,7,1.9512066969871913,Cameron Crowe,writer,0.29,2.7441850488939448,-0.049393703617957696,0.5405548539246964,0
150,nm0001084,6,3.944914410150376,Ice Cube,writer,0.6,2.212813491009536,0.20990098016802866,1.0264405894958115,0
151,nm0001094,7,1.4442482853379879,Roald Dahl,writer,0.16,2.7441850488939448,-0.1153269495864287,0.3367963196529385,0
152,nm0001104,4,3.219595915,Frank Darabont,writer,0.51,1.1500703752407182,0.11556858199229336,0.885376988846133,3
153,nm0001139,1,0.180182,Tom DiCillo,writer,-0.74,-0.44404429841250825,-0.2797270096239215,-1.0738396868438476,1
154,nm0001140,8,0.7252303768034193,Philip K. Dick,writer,-0.14,3.2755566067783533,-0.20883991540333544,-0.1334156825126569,0
155,nm0001168,1,0.07114253333333333,Bob Dylan,writer,-1.15,-0.44404429841250825,-0.29390830302157195,-1.716462756470161,1
156,nm0001175,1,8.3666694,Blake Edwards,writer,0.92,-0.44404429841250825,0.7849790391544622,1.5280000584724467,6
157,nm0001188,5,2.329502820769231,Nora Ephron,writer,0.37,1.6814419331251271,-0.00019382685272211777,0.6659447211688552,3
158,nm0001191,10,2.510151651058919,Adam Sandler,writer,0.4,4.338299722547171,0.023300731059157195,0.7129659213854148,0
159,nm0001214,2,4.02424375,Mike Figgis,writer,0.6,0.08732725947190056,0.22021827791205142,1.0264405894958115,1
160,nm0001220,6,3.810211723001155,Ian Fleming,writer,0.58,2.212813491009536,0.19238201766471158,0.9950931226847719,0
161,nm0001246,2,2.305615535714286,Dan Futterman,writer,0.36,0.08732725947190056,-0.0033005239798555,0.6502709877633354,1
162,nm0001252,2,0.81001405,Vincent Gallo,writer,-0.09,0.08732725947190056,-0.19781324605427505,-0.05504701548505765,1
163,nm0001279,10,3.441672847402934,William Goldman,writer,0.54,4.338299722547171,0.14445113462696205,0.9323981890626927,0
164,nm0001281,1,0.0221805,Bobcat Goldthwait,writer,-1.7,-0.44404429841250825,-0.300276134608351,-2.5785180937737526,1
165,nm0001290,1,0.03353571428571429,Richard E. Grant,writer,-1.52,-0.44404429841250825,-0.29879931497320755,-2.2963908924743954,1
166,nm0001294,4,0.5960187072875494,Graham Greene,writer,-0.22,1.1500703752407182,-0.2256447352710482,-0.25880554975681563,3
167,nm0001299,1,0.08862438461538462,Thomas Ian Griffith,writer,-1.05,-0.44404429841250825,-0.2916346743094769,-1.5597254224149628,1
168,nm0001300,6,2.2331957027513227,John Grisham,writer,0.35,2.212813491009536,-0.012719195314668395,0.6345972543578154,0
169,nm0001302,4,1.8190555208333332,Christopher Guest,writer,0.26,1.1500703752407182,-0.06658082548468046,0.4935336537081369,3
170,nm0001317,1,0.2692648285714286,Renny Harlin,writer,-0.57,-0.44404429841250825,-0.2681412070949531,-0.8073862189500102,1
171,nm0001331,3,0.4986275820987654,Todd Haynes,writer,-0.3,0.6186988173563094,-0.23831108593150743,-0.3841954170009744,3
172,nm0001338,15,1.322378953812953,Brian Helgeland,writer,0.12,6.995157511969215,-0.13117685053848818,0.2741013860308591,5
173,nm0001345,2,1.4500925494949495,Jim Henson,writer,0.16,0.08732725947190056,-0.11456686493784356,0.3367963196529385,1
174,nm0001348,1,0.5490423,Werner Herzog,writer,-0.26,-0.44404429841250825,-0.23175432324756312,-0.3215004833788951,1
175,nm0001353,3,1.9726820576968098,Walter Hill,writer,0.29,0.6186988173563094,-0.046600692973706476,0.5405548539246964,3
176,nm0001357,3,9.565682827099566,Paul Hogan,writer,0.98,0.6186988173563094,0.9409185509406048,1.6220424589055658,6
177,nm0001361,1,1.707632340425532,Tobe Hooper,writer,0.23,-0.44404429841250825,-0.08107213639225128,0.4465124534915774,1
178,nm0001372,1,1.3634499166666667,Bonnie Hunt,writer,0.13,-0.44404429841250825,-0.12583530410436047,0.2897751194363789,1
179,nm0001385,1,6.40598,Eric Idle,writer,0.81,-0.44404429841250825,0.5299786022203432,1.3555889910117285,6
180,nm0001392,8,1.5374494977642943,Peter Jackson,writer,0.19,3.2755566067783533,-0.10320552439205688,0.383817519869498,0
181,nm0001401,2,0.025149076923076923,Angelina Jolie,writer,-1.52,0.08732725947190056,-0.29989005182927486,-2.2963908924743954,1
182,nm0001403,4,4.23807317134058,Neil Jordan,writer,0.63,1.1500703752407182,0.24802818797287884,1.0734617897123713,3
183,nm0001410,11,4.0471801595676435,Lawrence Kasdan,writer,0.61,4.86967128043158,0.22320130748391986,1.0421143229013314,0
184,nm0001438,2,56.29173466,Neil LaBute,writer,1.75,0.08732725947190056,7.0179461686733795,2.828919931130594,4
185,nm0001451,1,0.7383761875,Queen Latifah,writer,-0.13,-0.44404429841250825,-0.20713021703322065,-0.11774194910713705,1
186,nm0001454,2,5.37045975,Martin Lawrence,writer,0.73,0.08732725947190056,0.39530244382211444,1.2301991237675696,6
187,nm0001465,6,1.4110113918135905,Elmore Leonard,writer,0.15,2.212813491009536,-0.11964962423905554,0.32112258624741863,0
188,nm0001469,5,4.649837890320855,Barry Levinson,writer,0.67,1.6814419331251271,0.30158087370373704,1.1361567233344507,3
189,nm0001471,2,1.9050239768398267,Jerry Lewis,writer,0.28,0.08732725947190056,-0.055400067408359226,0.5248811205191767,1
190,nm0001472,1,1.47380496,Jet Li,writer,0.17,-0.44404429841250825,-0.11148291138581788,0.35247005305845835,1
191,nm0001486,1,0.09028023076923077,Sidney Lumet,writer,-1.05,-0.44404429841250825,-0.29141932072378074,-1.5597254224149628,1
192,nm0001528,2,0.56799047,Don McKellar,writer,-0.24,0.08732725947190056,-0.22928999022821697,-0.29015301656785536,1
193,nm0001545,1,0.7893120833333334,Dudley Moore,writer,-0.1,-0.44404429841250825,-0.20050567176198558,-0.07072074889057751,1
194,nm0001569,1,1.7536256,Chuck Norris,writer,0.24,-0.44404429841250825,-0.0750904131843257,0.46218618689709723,1
195,nm0001570,1,0.356836,Edward Norton,writer,-0.44,-0.44404429841250825,-0.25675200543092697,-0.6036276846782522,1
196,nm0001587,1,2.2392901333333333,Alan J. Pakula,writer,0.35,-0.44404429841250825,-0.011926574891832763,0.6345972543578154,1
197,nm0001589,1,3.5304650833333335,Michael Palin,writer,0.55,-0.44404429841250825,0.1559991436887794,0.9480719224682125,1
198,nm0001590,1,0.1618799230769231,Chazz Palminteri,writer,-0.8,-0.44404429841250825,-0.2821073140271515,-1.1678820872769669,1
199,nm0001603,3,0.17496444432748537,Sam Peckinpah,writer,-0.77,0.6186988173563094,-0.28040558674899757,-1.120860887060407,3
200,nm0001636,1,1.04804695,Priscilla Presley,writer,0.02,-0.44404429841250825,-0.16685551582699099,0.11736405197566065,1
201,nm0001639,1,0.5325307777777778,Alex Proyas,writer,-0.28,-0.44404429841250825,-0.2339017543404808,-0.3528479501899348,1
202,nm0001640,1,46.006408846153846,Richard Pryor,writer,1.66,-0.44404429841250825,5.680272503206251,2.687856330480915,4
203,nm0001659,1,0.9224129411764705,Christopher Reeve,writer,-0.04,-0.44404429841250825,-0.1831950376012123,0.02332165154254157,1
204,nm0001661,1,0.12537228571428571,Rob Reiner,writer,-0.89,-0.44404429841250825,-0.2868553702358018,-1.3089456879266452,1
205,nm0001674,4,1.5572286775838746,Chris Rock,writer,0.19,1.1500703752407182,-0.10063311312885961,0.383817519869498,3
206,nm0001675,14,1.676312946734882,Robert Rodriguez,writer,0.23,6.463785954084806,-0.08514542769255995,0.4465124534915774,5
207,nm0001681,4,1.7013483435672514,George A. Romero,writer,0.23,1.1500703752407182,-0.0818894111449756,0.4465124534915774,3
208,nm0001705,3,2.4279717996633,Rob Schneider,writer,0.39,0.6186988173563094,0.012612705707939513,0.6972921879798949,3
209,nm0001707,7,2.7998830405112485,Paul Schrader,writer,0.45,2.7441850488939448,0.06098218682868064,0.7913345884130141,0
210,nm0001708,5,1.639207343417508,Joel Schumacher,writer,0.21,1.6814419331251271,-0.08997125327137649,0.4151649866805377,3
211,nm0001723,1,6.018116333333333,Tom Shadyac,writer,0.78,-0.44404429841250825,0.4795344041383474,1.308567790795169,6
212,nm0001728,1,0.01068,Wallace Shawn,writer,-2.0,-0.44404429841250825,-0.30177184959766085,-3.048730095939348,1
