,Unnamed: 0,nconst,nof_films,avg_profit,primaryName,category,log_avg_profit,nof_films_T,avg_profit_T,log_avg_profit_T,kmeans,avg_budget
118,118,nm0000837,1,2.2949230555555555,Bob Balaban,writer,0.36,-0.4440442984125082,-0.0046911507218502,0.6502709877633354,1,18000000.0
119,119,nm0000850,2,7.2847922,Clive Barker,writer,0.86,0.0873272594719005,0.6442738572378052,1.4339576580393276,6,8000000.0
120,120,nm0000875,4,2.8368305716067166,L. Frank Baum,writer,0.45,1.1500703752407182,0.0657874540846679,0.7913345884130141,3,63444250.0
121,121,nm0000876,6,2.1638500377939534,Noah Baumbach,writer,0.33,2.212813491009536,-0.0217380510618439,0.6032497875467758,0,65083333.333333336
122,122,nm0000886,5,1.961749469807144,Warren Beatty,writer,0.29,1.6814419331251271,-0.0480225472912161,0.5405548539246964,3,27040000.0
123,123,nm0000905,1,2.8781632,Roberto Benigni,writer,0.46,-0.4440442984125082,0.0711630318278447,0.807008321818534,1,20000000.0
124,124,nm0000916,5,1.5799823126666666,Peter Berg,writer,0.2,1.6814419331251271,-0.0976738545701345,0.3994912532750178,3,29000000.0
125,125,nm0000921,2,23.334301853076923,Andrew Bergman,writer,1.37,0.0873272594719005,2.731617203977465,2.23331806172084,6,26300000.0
126,126,nm0000929,1,0.0392,Corbin Bernsen,writer,-1.4,-0.4440442984125082,-0.2980626376942552,-2.1083060916081573,1,650000.0
127,127,nm0000934,2,1.0388792666666666,Bernardo Bertolucci,writer,0.02,0.0873272594719005,-0.16804783280268,0.1173640519756606,1,12875000.0
128,128,nm0000940,1,0.0244465,Bigas Luna,writer,-1.7,-0.4440442984125082,-0.2999814265377649,-2.5785180937737526,1,10000000.0
129,129,nm0000948,9,1.5722367538665691,Shane Black,writer,0.2,3.806928164662762,-0.0986812149803677,0.3994912532750178,0,77000000.0
130,130,nm0000957,1,0.4418915090909091,Jan de Bont,writer,-0.36,-0.4440442984125082,-0.245689982051887,-0.4782378174340935,1,110000000.0
131,131,nm0000958,1,0.7627634444444444,John Boorman,writer,-0.12,-0.4440442984125082,-0.203958495302865,-0.1020682157016171,1,18000000.0
132,132,nm0000965,1,1.018623888888889,Danny Boyle,writer,0.01,-0.4440442984125082,-0.1706821767143669,0.1016903185701407,1,18000000.0
133,133,nm0000976,1,0.1127322592592592,Martin Brest,writer,-0.96,-0.4440442984125082,-0.2884992880684226,-1.4186618217652842,1,54000000.0
134,134,nm0000983,1,0.7743302666666667,Albert Brooks,writer,-0.11,-0.4440442984125082,-0.2024541546762436,-0.0863944822960973,1,15000000.0
135,135,nm0000985,4,1.579255958275862,James L. Brooks,writer,0.2,1.1500703752407182,-0.0977683216932924,0.3994912532750178,3,79375000.0
136,136,nm0001005,3,2.2185395140056023,Jane Campion,writer,0.35,0.6186988173563094,-0.0146253281952498,0.6345972543578154,3,9166666.666666666
137,137,nm0001008,1,0.4665544025157233,Frank Capra,writer,-0.33,-0.4440442984125082,-0.2424824120005636,-0.431216617217534,1,3180000.0
138,138,nm0001022,1,2.524299625,Dana Carvey,writer,0.4,-0.4440442984125082,0.0251407672916722,0.7129659213854148,1,16000000.0
139,139,nm0001023,1,0.1399243,John Cassavetes,writer,-0.85,-0.4440442984125082,-0.2849627859227899,-1.246250754304566,1,30000000.0
140,140,nm0001024,2,1.7777292196969698,Nick Cassavetes,writer,0.25,0.0873272594719005,-0.0719555803268516,0.4778599203026171,1,28750000.0
141,141,nm0001031,3,0.3703219,Claude Chabrol,writer,-0.43,0.6186988173563094,-0.2549980762300806,-0.5879539512727324,3,22000000.0
142,142,nm0001037,1,6.40598,Graham Chapman,writer,0.81,-0.4440442984125082,0.5299786022203432,1.3555889910117285,6,400000.0
143,143,nm0001047,2,1.6722389371212123,Michael Cimino,writer,0.22,0.0873272594719005,-0.0856752791986473,0.4308387200860575,1,29500000.0
144,144,nm0001053,17,1.656140529512205,Ethan Coen,writer,0.22,8.057900627738032,-0.0877689820432898,0.4308387200860575,5,27264705.88235294
145,145,nm0001054,15,1.836645535669388,Joel Coen,writer,0.26,6.995157511969215,-0.0642931293973392,0.4935336537081369,5,26100000.0
146,146,nm0001060,4,4.3423422211616165,Chris Columbus,writer,0.64,1.1500703752407182,0.2615890575644978,1.089135523117891,3,32250000.0
147,147,nm0001068,7,2.207833293027211,Sofia Coppola,writer,0.34,2.7441850488939448,-0.016017742020409,0.6189235209522957,0,14571428.57142857
148,148,nm0001070,1,1.0692516,Bill Cosby,writer,0.03,-0.4440442984125082,-0.1640977128751134,0.1330377853811805,1,45000000.0
149,149,nm0001081,7,1.9512066969871915,Cameron Crowe,writer,0.29,2.7441850488939448,-0.0493937036179576,0.5405548539246964,0,46500000.0
150,150,nm0001084,6,3.944914410150376,Ice Cube,writer,0.6,2.212813491009536,0.2099009801680286,1.0264405894958115,0,8666666.666666666
151,151,nm0001094,7,1.444248285337988,Roald Dahl,writer,0.16,2.7441850488939448,-0.1153269495864287,0.3367963196529385,0,70357142.85714285
152,152,nm0001104,4,3.219595915,Frank Darabont,writer,0.51,1.1500703752407182,0.1155685819922933,0.885376988846133,3,33750000.0
153,153,nm0001139,1,0.180182,Tom DiCillo,writer,-0.74,-0.4440442984125082,-0.2797270096239215,-1.0738396868438476,1,500000.0
154,154,nm0001140,8,0.7252303768034193,Philip K. Dick,writer,-0.14,3.2755566067783533,-0.2088399154033354,-0.1334156825126569,0,69400000.0
155,155,nm0001168,1,0.0711425333333333,Bob Dylan,writer,-1.15,-0.4440442984125082,-0.2939083030215719,-1.716462756470161,1,7500000.0
156,156,nm0001175,1,8.3666694,Blake Edwards,writer,0.92,-0.4440442984125082,0.7849790391544622,1.528000058472447,6,5000000.0
157,157,nm0001188,5,2.329502820769231,Nora Ephron,writer,0.37,1.6814419331251271,-0.0001938268527221,0.6659447211688552,3,48200000.0
158,158,nm0001191,10,2.510151651058919,Adam Sandler,writer,0.4,4.338299722547171,0.0233007310591571,0.7129659213854148,0,55700000.0
159,159,nm0001214,2,4.02424375,Mike Figgis,writer,0.6,0.0873272594719005,0.2202182779120514,1.0264405894958115,1,4000000.0
160,160,nm0001220,6,3.810211723001155,Ian Fleming,writer,0.58,2.212813491009536,0.1923820176647115,0.995093122684772,0,80166666.66666667
161,161,nm0001246,2,2.305615535714286,Dan Futterman,writer,0.36,0.0873272594719005,-0.0033005239798555,0.6502709877633354,1,15500000.0
162,162,nm0001252,2,0.81001405,Vincent Gallo,writer,-0.09,0.0873272594719005,-0.197813246054275,-0.0550470154850576,1,5750000.0
163,163,nm0001279,10,3.441672847402934,William Goldman,writer,0.54,4.338299722547171,0.144451134626962,0.9323981890626928,0,35950000.0
164,164,nm0001281,1,0.0221805,Bobcat Goldthwait,writer,-1.7,-0.4440442984125082,-0.300276134608351,-2.5785180937737526,1,10000000.0
165,165,nm0001290,1,0.0335357142857142,Richard E. Grant,writer,-1.52,-0.4440442984125082,-0.2987993149732075,-2.2963908924743954,1,7000000.0
166,166,nm0001294,4,0.5960187072875494,Graham Greene,writer,-0.22,1.1500703752407182,-0.2256447352710482,-0.2588055497568156,3,19500000.0
167,167,nm0001299,1,0.0886243846153846,Thomas Ian Griffith,writer,-1.05,-0.4440442984125082,-0.2916346743094769,-1.5597254224149628,1,13000000.0
168,168,nm0001300,6,2.2331957027513227,John Grisham,writer,0.35,2.212813491009536,-0.0127191953146683,0.6345972543578154,0,43666666.666666664
169,169,nm0001302,4,1.8190555208333328,Christopher Guest,writer,0.26,1.1500703752407182,-0.0665808254846804,0.4935336537081369,3,7000000.0
170,170,nm0001317,1,0.2692648285714286,Renny Harlin,writer,-0.57,-0.4440442984125082,-0.2681412070949531,-0.8073862189500102,1,70000000.0
171,171,nm0001331,3,0.4986275820987654,Todd Haynes,writer,-0.3,0.6186988173563094,-0.2383110859315074,-0.3841954170009744,3,14166666.666666666
172,172,nm0001338,15,1.322378953812953,Brian Helgeland,writer,0.12,6.995157511969215,-0.1311768505384881,0.2741013860308591,5,53666666.666666664
173,173,nm0001345,2,1.4500925494949497,Jim Henson,writer,0.16,0.0873272594719005,-0.1145668649378435,0.3367963196529385,1,50000000.0
174,174,nm0001348,1,0.5490423,Werner Herzog,writer,-0.26,-0.4440442984125082,-0.2317543232475631,-0.3215004833788951,1,10000000.0
175,175,nm0001353,3,1.9726820576968096,Walter Hill,writer,0.29,0.6186988173563094,-0.0466006929737064,0.5405548539246964,3,34666666.666666664
176,176,nm0001357,3,9.565682827099566,Paul Hogan,writer,0.98,0.6186988173563094,0.9409185509406048,1.6220424589055658,6,15933333.333333334
177,177,nm0001361,1,1.707632340425532,Tobe Hooper,writer,0.23,-0.4440442984125082,-0.0810721363922512,0.4465124534915774,1,4700000.0
178,178,nm0001372,1,1.3634499166666667,Bonnie Hunt,writer,0.13,-0.4440442984125082,-0.1258353041043604,0.2897751194363789,1,24000000.0
179,179,nm0001385,1,6.40598,Eric Idle,writer,0.81,-0.4440442984125082,0.5299786022203432,1.3555889910117285,6,400000.0
180,180,nm0001392,8,1.5374494977642943,Peter Jackson,writer,0.19,3.2755566067783533,-0.1032055243920568,0.383817519869498,0,135875000.0
181,181,nm0001401,2,0.0251490769230769,Angelina Jolie,writer,-1.52,0.0873272594719005,-0.2998900518292748,-2.2963908924743954,1,16500000.0
182,182,nm0001403,4,4.23807317134058,Neil Jordan,writer,0.63,1.1500703752407182,0.2480281879728788,1.0734617897123713,3,20500000.0
183,183,nm0001410,11,4.047180159567644,Lawrence Kasdan,writer,0.61,4.86967128043158,0.2232013074839198,1.0421143229013314,0,105618181.81818181
184,184,nm0001438,2,56.29173466,Neil LaBute,writer,1.75,0.0873272594719005,7.01794616867338,2.828919931130594,4,12512500.0
185,185,nm0001451,1,0.7383761875,Queen Latifah,writer,-0.13,-0.4440442984125082,-0.2071302170332206,-0.117741949107137,1,16000000.0
186,186,nm0001454,2,5.37045975,Martin Lawrence,writer,0.73,0.0873272594719005,0.3953024438221144,1.2301991237675696,6,5500000.0
187,187,nm0001465,6,1.4110113918135905,Elmore Leonard,writer,0.15,2.212813491009536,-0.1196496242390555,0.3211225862474186,0,43875000.0
188,188,nm0001469,5,4.649837890320855,Barry Levinson,writer,0.67,1.6814419331251271,0.301580873703737,1.1361567233344507,3,15360000.0
189,189,nm0001471,2,1.9050239768398267,Jerry Lewis,writer,0.28,0.0873272594719005,-0.0554000674083592,0.5248811205191767,1,69500000.0
