,Unnamed: 0,nconst,nof_films,avg_profit,primaryName,category,log_avg_profit,nof_films_T,avg_profit_T,log_avg_profit_T,kmeans,kmeans_log,gender,avg_budget
89,89,nm0000152,20,2.8940651129394257,Richard Gere,actor,0.46,4.995338741941021,-0.01215834107493,0.7138204955364605,1,6,1,32700000.0
90,90,nm0000153,8,1.3807188756944444,Gina Gershon,actress,0.14,1.616861644306255,-0.1476456228071089,0.2319391921255331,4,0,0,35812500.0
91,91,nm0000154,24,4.038118642471844,Mel Gibson,actor,0.61,6.121497774485943,0.0902668006789065,0.9397023565103326,1,3,1,46829275.791666664
92,92,nm0000155,13,2.4192897403456195,Whoopi Goldberg,actress,0.38,3.024560434987407,-0.0546641623357814,0.5933501696837287,4,6,0,24000000.0
93,93,nm0000156,19,1.7299111926563286,Jeff Goldblum,actor,0.24,4.71379898380479,-0.1163830361877665,0.3825270994414479,1,6,1,69894736.84210527
94,94,nm0000157,6,1.5828407296265832,Linda Hamilton,actress,0.2,1.0537821280337938,-0.1295500013994212,0.322291936515082,7,9,0,76900000.0
95,95,nm0000158,35,2.334829882758211,Tom Hanks,actor,0.37,9.218435113984478,-0.0622257078951354,0.5782913789521372,1,3,1,69671428.57142857
96,96,nm0000159,6,1.4525078875607729,Teri Hatcher,actress,0.16,1.0537821280337938,-0.14121847623838,0.262056773588716,7,9,0,53833333.333333336
97,97,nm0000160,24,2.8410792149282487,Ethan Hawke,actor,0.45,6.121497774485943,-0.016902077250428,0.6987617048048691,1,3,1,26266666.666666668
98,98,nm0000161,23,1.403023102655978,Salma Hayek,actress,0.15,5.839958016349712,-0.1456487637884767,0.2469979828571245,1,3,0,57304347.82608695
99,99,nm0000162,12,1.530321243584071,Anne Heche,actress,0.18,2.743020676851177,-0.1342519805148053,0.292174355051899,4,0,0,29041666.666666668
100,100,nm0000163,25,2.7948973890123465,Dustin Hoffman,actor,0.45,6.4030375326221725,-0.0210366565719223,0.6987617048048691,1,3,1,52372000.0
101,101,nm0000164,33,1.2100703245998687,Anthony Hopkins,actor,0.08,8.655355597712017,-0.1629234936276224,0.1415864477359842,1,3,1,68681818.18181819
102,102,nm0000165,2,74.09969479543115,Ron Howard,actor,1.87,-0.072376904511128,6.36275902566857,2.83710998869086,3,8,1,35388500.0
103,103,nm0000166,8,2.6161300261352496,Helen Hunt,actress,0.42,1.616861644306255,-0.0370413906258697,0.6535853326100945,4,0,0,48375000.0
104,104,nm0000167,5,2.173847325440613,Elizabeth Hurley,actress,0.34,0.7722423698975633,-0.076638198943425,0.5331150067573628,7,9,0,38000000.0
105,105,nm0000168,63,1.837035470909732,Samuel L. Jackson,actor,0.26,17.10154834179893,-0.1067923840878891,0.4126446809046309,1,3,1,74818144.53968254
106,106,nm0000169,26,1.542921436660181,Tommy Lee Jones,actor,0.19,6.684577290758403,-0.1331239069337783,0.3072331457834905,1,3,1,63653846.15384615
107,107,nm0000170,18,0.842644920531176,Milla Jovovich,actress,-0.08,4.43225922566856,-0.195818457127344,-0.0993542039694795,1,6,0,38188888.88888889
108,108,nm0000171,18,1.4136371735895894,Ashley Judd,actress,0.15,4.43225922566856,-0.144698504301576,0.2469979828571245,1,6,0,30655555.555555556
109,109,nm0000172,15,1.3909687324835494,Harvey Keitel,actor,0.14,3.587639951259868,-0.146727970785171,0.2319391921255331,4,6,1,31046666.666666668
110,110,nm0000173,39,0.9264064099397332,Nicole Kidman,actress,-0.03,10.3445941465294,-0.1883194352680343,-0.0240602503115221,1,3,0,54879487.179487176
111,111,nm0000174,25,1.217436237180811,Val Kilmer,actor,0.09,6.4030375326221725,-0.1622640361627626,0.1566452384675756,1,3,1,46520000.0
112,112,nm0000175,1,2.628594375,Stephen King,actor,0.42,-0.3539166626473584,-0.0359254789430806,0.6535853326100945,0,4,1,8000000.0
113,113,nm0000176,3,0.1506442032751562,Nastassja Kinski,actress,-0.82,0.2091628536251024,-0.2577720893036923,-1.2137047181072491,7,7,0,67666666.66666667
114,114,nm0000177,19,1.0134870298905654,Kevin Kline,actor,0.0,4.71379898380479,-0.180523257368805,0.0211161218832523,1,6,1,35815789.473684214
115,115,nm0000178,20,1.4208262567110712,Diane Lane,actress,0.15,4.995338741941021,-0.1440548780736155,0.2469979828571245,1,6,0,80275000.0
116,116,nm0000179,29,0.8557372948755643,Jude Law,actor,-0.07,7.529196565167094,-0.1946463194051988,-0.084295413237888,1,3,1,71886206.89655173
117,117,nm0000181,3,1.18426577,Heather Locklear,actress,0.07,0.2091628536251024,-0.1652337309500547,0.1265276570043927,7,9,0,38333333.333333336
118,118,nm0000182,22,1.7474682583912695,Jennifer Lopez,actress,0.24,5.558418258213481,-0.1148111823362971,0.3825270994414479,1,6,0,37268181.81818182
119,119,nm0000183,1,1.5575048444444444,Traci Lords,actress,0.19,-0.3539166626473584,-0.1318182795562135,0.3072331457834905,0,1,0,45000000.0
120,120,nm0000185,11,1.2016045418878682,Dolph Lundgren,actor,0.08,2.4614809187149462,-0.1636814205706809,0.1415864477359842,4,0,1,81909090.9090909
121,121,nm0000187,8,0.9818382887274932,Madonna,actress,-0.01,1.616861644306255,-0.1833567146470523,0.0060573311516608,4,0,0,34750000.0
122,122,nm0000188,18,1.4528436719882487,Steve Martin,actor,0.16,4.43225922566856,-0.1411884140370099,0.262056773588716,1,6,1,41194444.44444445
123,123,nm0000189,3,1.0022767303454714,Jenny McCarthy-Wahlberg,actress,0.0,0.2091628536251024,-0.1815268961762291,0.0211161218832523,7,9,0,21466666.666666668
124,124,nm0000190,31,1.744591513828018,Matthew McConaughey,actor,0.24,8.092276081439556,-0.1150687323215683,0.3825270994414479,1,3,1,47674193.548387095
125,125,nm0000191,29,1.1299621423244728,Ewan McGregor,actor,0.05,7.529196565167094,-0.1700954411924825,0.0964100755412097,1,3,1,53941379.31034483
126,126,nm0000192,3,1.6204332107843138,Alyssa Milano,actress,0.21,0.2091628536251024,-0.1261844113181313,0.3373507272466734,7,9,0,11666666.666666666
127,127,nm0000193,14,2.2232498950910364,Demi Moore,actress,0.35,3.306100193123638,-0.0722152719834283,0.5481737974889542,4,6,0,35242857.14285714
128,128,nm0000194,31,1.3435417029662784,Julianne Moore,actress,0.13,8.092276081439556,-0.1509740310401097,0.2168804013939416,1,3,0,43374193.548387095
129,129,nm0000195,31,2.4790763980244237,Bill Murray,actor,0.39,8.092276081439556,-0.049311565862221,0.6084089604153202,1,3,1,39135483.87096774
130,130,nm0000196,13,3.1078310750972475,Mike Myers,actor,0.49,3.024560434987407,0.0069797572840766,0.7589968677312349,4,6,1,69230769.23076923
131,131,nm0000197,19,3.244432279201348,Jack Nicholson,actor,0.51,4.71379898380479,0.0192094277784508,0.7891144491944179,1,6,1,45126315.78947368
132,132,nm0000198,32,1.2094235545189016,Gary Oldman,actor,0.08,8.373815839575785,-0.162981397838846,0.1415864477359842,1,3,1,68046875.0
133,133,nm0000199,24,2.242930908379345,Al Pacino,actor,0.35,6.121497774485943,-0.0704532647662153,0.5481737974889542,1,3,1,36854166.666666664
134,134,nm0000200,16,1.704500729587992,Bill Paxton,actor,0.23,3.8691797093960982,-0.1186579911742423,0.3674683087098564,4,6,1,64687500.0
135,135,nm0000201,22,1.1915102684587284,Michelle Pfeiffer,actress,0.08,5.558418258213481,-0.1645851434824088,0.1415864477359842,1,6,0,61590909.09090909
136,136,nm0000202,13,1.3689192665676837,Ryan Phillippe,actor,0.14,3.024560434987407,-0.1487020214862357,0.2319391921255331,4,6,1,21923076.923076924
137,137,nm0000203,3,4.401402369444444,River Phoenix,actor,0.64,0.2091628536251024,0.1227909669626629,0.9848787287051072,7,4,1,19500000.0
138,138,nm0000204,22,2.1471345949588407,Natalie Portman,actress,0.33,5.558418258213481,-0.0790297436881415,0.5180562160257713,1,6,0,62295454.54545455
139,139,nm0000205,13,1.048312923807034,Parker Posey,actress,0.02,3.024560434987407,-0.1774053550775055,0.0512337033464353,4,6,0,37900000.0
140,140,nm0000206,35,1.464357274025751,Keanu Reeves,actor,0.16,9.218435113984478,-0.140157621079909,0.262056773588716,1,3,1,55168571.428571425
141,141,nm0000207,15,1.1614998698000805,Christina Ricci,actress,0.06,3.587639951259868,-0.1672719227784418,0.1114688662728012,4,6,0,43266666.666666664
142,142,nm0000208,1,0.436928,Molly Ringwald,actress,-0.36,-0.3539166626473584,-0.2321415941350326,-0.521000344454041,0,5,0,5000000.0
143,143,nm0000209,17,1.633981347473283,Tim Robbins,actor,0.21,4.150719467532329,-0.1249714699783715,0.3373507272466734,1,6,1,43529411.76470588
144,144,nm0000210,36,1.823009089466986,Julia Roberts,actress,0.26,9.499974872120708,-0.1080481418566307,0.4126446809046309,1,3,0,46013888.88888889
145,145,nm0000211,7,1.5016302277227556,Mimi Rogers,actress,0.18,1.3353218861700242,-0.1368206377417603,0.292174355051899,4,0,0,27264285.714285713
146,146,nm0000212,14,1.2975640951810534,Meg Ryan,actress,0.11,3.306100193123638,-0.1550903270641503,0.1867628199307586,4,6,0,37392857.14285714
147,147,nm0000213,14,1.6539937736935542,Winona Ryder,actress,0.22,3.306100193123638,-0.1231797919322513,0.3524095179782649,4,6,0,31803571.42857143
148,148,nm0000214,1,1.6019136071428572,Mia Sara,actress,0.2,-0.3539166626473584,-0.1278424395303045,0.322291936515082,0,1,0,28000000.0
149,149,nm0000215,26,4.822854777477765,Susan Sarandon,actress,0.68,6.684577290758403,0.1605228750604872,1.045113891631473,1,3,0,35738461.538461536
150,150,nm0000216,26,1.534159200192997,Arnold Schwarzenegger,actor,0.18,6.684577290758403,-0.1339083748708675,0.292174355051899,1,3,1,70300000.0
151,151,nm0000217,1,2.14482544,Martin Scorsese,actor,0.33,-0.3539166626473584,-0.079236478353859,0.5180562160257713,0,1,1,75000000.0
152,152,nm0000218,14,1.8586230657245728,Kristin Scott Thomas,actress,0.27,3.306100193123638,-0.1048596839108806,0.4277034716362224,4,6,0,34128571.428571425
153,153,nm0000219,7,1.0578534088167388,Steven Seagal,actor,0.03,1.3353218861700242,-0.1765512118890144,0.0662924940780267,4,0,1,40071428.571428575
154,154,nm0000221,10,4.004912274643357,Charlie Sheen,actor,0.6,2.179941160578716,0.0872938917684705,0.9246435657787412,4,0,1,25150000.0
155,155,nm0000222,4,3.4038145206349206,Brooke Shields,actress,0.53,0.4907026117613329,0.0334786453023458,0.8192320306576009,7,9,0,14750000.0
156,156,nm0000223,18,1.7899170266975786,Elisabeth Shue,actress,0.25,4.43225922566856,-0.1110108172320292,0.3975858901730394,1,6,0,28994444.444444444
157,157,nm0000224,7,1.6452115340126554,Alicia Silverstone,actress,0.22,1.3353218861700242,-0.1239660507226069,0.3524095179782649,4,0,0,37385714.28571428
158,158,nm0000225,11,1.070974407170859,Christian Slater,actor,0.03,2.4614809187149462,-0.1753765115085856,0.0662924940780267,4,0,1,44590909.09090909
159,159,nm0000226,27,1.5130949236109272,Will Smith,actor,0.18,6.966117048894634,-0.1357942232679633,0.292174355051899,1,3,1,98777777.77777778
160,160,nm0000227,7,3.117804029106388,Mira Sorvino,actress,0.49,1.3353218861700242,0.0078726186771167,0.7589968677312349,4,0,0,18657142.85714286
161,161,nm0000228,24,1.9273319738334669,Kevin Spacey,actor,0.29,6.121497774485943,-0.0987082937257718,0.4578210530994053,1,3,1,39266666.666666664
162,162,nm0000230,33,4.912491368143845,Sylvester Stallone,actor,0.69,8.655355597712017,0.1685478846149406,1.0601726823630644,1,3,1,53469696.96969697
163,163,nm0000232,12,3.0739010299215326,Sharon Stone,actress,0.49,2.743020676851177,0.0039420587873489,0.7589968677312349,4,0,0,41175000.0
164,164,nm0000233,3,2.4270680841269843,Quentin Tarantino,actor,0.39,0.2091628536251024,-0.0539677806160012,0.6084089604153202,7,9,1,9400000.0
165,165,nm0000234,32,1.266287178685144,Charlize Theron,actress,0.1,8.373815839575785,-0.1578904955204513,0.1717040291991671,1,3,0,74231250.0
166,166,nm0000235,11,1.8332501663445944,Uma Thurman,actress,0.26,2.4614809187149462,-0.1071312758850449,0.4126446809046309,4,0,0,45818181.81818182
167,167,nm0000236,10,1.1915829202912565,Jennifer Tilly,actress,0.08,2.179941160578716,-0.1645786390889926,0.1415864477359842,4,0,0,46670000.0
168,168,nm0000237,25,2.898921307681257,John Travolta,actor,0.46,6.4030375326221725,-0.0117235743249689,0.7138204955364605,1,3,1,54770000.0
169,169,nm0000239,8,2.7438549064520203,Liv Tyler,actress,0.44,1.616861644306255,-0.0256064021098307,0.6837029140732775,4,0,0,43375000.0
170,170,nm0000240,9,1.0472070325780682,Skeet Ulrich,actor,0.02,1.898401402442485,-0.177504363614228,0.0512337033464353,4,0,1,25666666.666666668
171,171,nm0000241,11,2.746057054935065,Jean-Claude Van Damme,actor,0.44,2.4614809187149462,-0.025409247549562,0.6837029140732775,4,0,1,34272727.27272727
172,172,nm0000242,39,1.6843254660553162,Mark Wahlberg,actor,0.23,10.3445941465294,-0.1204642477644387,0.3674683087098564,1,3,1,58307692.307692304
173,173,nm0000243,36,1.4432777282173124,Denzel Washington,actor,0.16,9.499974872120708,-0.1420448365045389,0.262056773588716,1,3,1,49819444.44444445
174,174,nm0000244,26,2.23030352586918,Sigourney Weaver,actress,0.35,6.684577290758403,-0.0715837725704368,0.5481737974889542,1,3,0,62970499.038461536
175,175,nm0000245,32,2.3313146339430597,Robin Williams,actor,0.37,8.373815839575785,-0.0625404220661927,0.5782913789521372,1,3,1,51340625.0
176,176,nm0000246,42,1.6474693313083932,Bruce Willis,actor,0.22,11.18921342093809,-0.1237639140199984,0.3524095179782649,1,3,1,53386740.61904762
177,177,nm0000249,17,0.6933786281287907,James Woods,actor,-0.16,4.150719467532329,-0.2091820111601981,-0.2198245298222114,1,6,1,52961882.35294118
178,178,nm0000250,19,1.494877777712353,Renée Zellweger,actress,0.17,4.71379898380479,-0.1374251729594296,0.2771155643203075,1,6,0,44605263.15789474
