,nconst,nof_films,avg_profit,primaryName,category,log_avg_profit,nof_films_T,avg_profit_T,log_avg_profit_T,kmeans
54,nm0000380,1,3.9736708,Robert Duvall,director,0.6,-0.5204078941289055,0.06453632275245905,0.9573074820558938,1
55,nm0000382,5,0.7313928263225806,Atom Egoyan,director,-0.14,1.1677661957304029,-0.17244976316769695,-0.12790052917502265,0
56,nm0000386,11,1.055569604587564,Roland Emmerich,director,0.03,3.700027330519365,-0.1487548836876107,0.12140401394559334,7
57,nm0000391,1,0.03588,Rupert Everett,director,-1.4,-0.5204078941289055,-0.22328650935528727,-1.9756871428925291,1
58,nm0000398,1,0.35081644444444443,Sally Field,director,-0.46,-0.5204078941289055,-0.20026702864190254,-0.5971796691667703,1
59,nm0000399,10,1.5390100220889429,David Fincher,director,0.19,3.2779838080545387,-0.11341903239744106,0.3560435839414672,7
60,nm0000408,4,1.1377713216609477,Jonathan Frakes,director,0.06,0.7457226732655758,-0.14274655764546013,0.1653989333198197,0
61,nm0000416,8,1.9527517182408163,Terry Gilliam,director,0.29,2.4338967631248845,-0.08317763238515628,0.5026933151888883,5
62,nm0000419,1,0.29003666666666666,Jean-Luc Godard,director,-0.54,-0.5204078941289055,-0.20470957235826234,-0.7144994541647073,1
63,nm0000431,7,3.6748472443030655,Taylor Hackford,director,0.56,2.011853240660057,0.04269457277904793,0.8986475895569255,5
64,nm0000436,7,0.9815874525654756,Curtis Hanson,director,-0.01,2.011853240660057,-0.1541624214675312,0.06274412144662488,5
65,nm0000438,2,1.2218342666666668,Ed Harris,director,0.09,-0.09836437166407844,-0.13660218986775496,0.20939385269404603,1
66,nm0000464,5,1.1544231654545454,Jim Jarmusch,director,0.06,1.1677661957304029,-0.14152943335320745,0.1653989333198197,0
67,nm0000466,3,1.390820173576343,Jean-Pierre Jeunet,director,0.14,0.3236791508007487,-0.12425059355821029,0.28271871831775663,0
68,nm0000473,1,0.90125575,Diane Keaton,director,-0.05,-0.5204078941289055,-0.16003406354166888,0.004084228947656408,1
69,nm0000484,4,13.27925392388889,John Landis,director,1.12,0.7457226732655758,0.7447043218070938,1.719886084542484,0
70,nm0000487,11,1.8714305588411948,Ang Lee,director,0.27,3.700027330519365,-0.08912159629727791,0.4733633689394041,7
71,nm0000490,17,4.563924105055598,Spike Lee,director,0.66,6.232288465308328,0.10767939117601771,1.0452973208043466,3
72,nm0000500,13,5.788902081301694,Richard Linklater,director,0.76,4.54411437544902,0.1972160497493393,1.1919470520517677,7
73,nm0000513,1,0.0116586,William H. Macy,director,-2.0,-0.5204078941289055,-0.22505691116170487,-2.855585530377056,1
74,nm0000517,4,0.6631892593864469,Terrence Malick,director,-0.18,0.7457226732655758,-0.17743492992551665,-0.18656042167399106,0
75,nm0000519,2,0.6472623642857143,David Mamet,director,-0.19,-0.09836437166407844,-0.17859906593156755,-0.2012253947987332,1
76,nm0000520,8,0.782480158817673,Michael Mann,director,-0.11,2.4338967631248845,-0.16871566415878883,-0.08390560980079628,5
77,nm0000552,1,2.028829,Eddie Murphy,director,0.31,-0.5204078941289055,-0.07761695641044802,0.5320232614383725,1
78,nm0000559,3,6.668389759259259,Leonard Nimoy,director,0.82,0.3236791508007487,0.26149997114851875,1.2799368908002202,0
79,nm0000568,6,1.127575635637467,Frank Oz,director,0.05,1.5898097181952302,-0.1434917854586186,0.15073396019507757,5
80,nm0000570,3,0.610248383030303,Alan Parker,director,-0.21,0.3236791508007487,-0.18130450902227604,-0.2305553410482174,0
81,nm0000576,2,0.6781154444444445,Sean Penn,director,-0.17,-0.09836437166407844,-0.1763439382821929,-0.17189544854924899,1
82,nm0000581,1,1.375661380952381,Joseph L. Mankiewicz,director,0.14,-0.5204078941289055,-0.12535858706166475,0.28271871831775663,1
83,nm0000583,7,1.1261958630808435,Wolfgang Petersen,director,0.05,2.011853240660057,-0.14359263643447845,0.15073396019507757,5
84,nm0000591,6,1.0530218585663411,Roman Polanski,director,0.02,1.5898097181952302,-0.14894110472183114,0.10673904082085121,5
85,nm0000600,10,1.4685426919893356,Sam Raimi,director,0.17,3.2779838080545387,-0.11856966318268755,0.32671363769198297,7
86,nm0000601,8,2.7120442063261034,Harold Ramis,director,0.43,2.4338967631248845,-0.0276790735691713,0.708002938935278,5
87,nm0000602,5,2.720050666436252,Robert Redford,director,0.43,1.1677661957304029,-0.027093861672170403,0.708002938935278,0
88,nm0000625,1,2.2058778333333335,Fred Savage,director,0.34,-0.5204078941289055,-0.0646760209419177,0.5760181808125989,1
89,nm0000626,2,1.5146415464285714,John Sayles,director,0.18,-0.09836437166407844,-0.11520018432626287,0.34137861081672505,1
90,nm0000631,20,1.21720475641598,Ridley Scott,director,0.09,7.4984190327028095,-0.13694057217887837,0.20939385269404603,3
91,nm0000638,1,1.7403349666666668,William Shatner,director,0.24,-0.5204078941289055,-0.09870369614283465,0.4293684495651777,1
92,nm0000647,1,0.0045779,Alan Smithee,director,0.0,-0.5204078941289055,-0.22557445697122458,0.077409094571367,1
93,nm0000659,3,2.274227373809524,Barbra Streisand,director,0.36,0.3236791508007487,-0.05968018461838314,0.6053481270620831,0
94,nm0000671,2,2.7012280231874772,Billy Bob Thornton,director,0.43,-0.09836437166407844,-0.028469655045352166,0.708002938935278,1
95,nm0000682,5,0.46029846962481963,Paul Verhoeven,director,-0.34,1.1677661957304029,-0.1922647176627852,-0.42119999166986494,0
96,nm0000691,2,0.36502799230769234,John Waters,director,-0.43,-0.09836437166407844,-0.19922827159197626,-0.553184749792544,1
97,nm0000697,1,6.2,Billy Wilder,director,0.79,-0.5204078941289055,0.22726420955339657,1.235941971425994,1
98,nm0000709,15,2.492227077591542,Robert Zemeckis,director,0.4,5.388201420378674,-0.043746049127693754,0.6640080195610516,3
99,nm0000720,2,12.916399092857143,Jim Abrahams,director,1.11,-0.09836437166407844,0.7181823681493384,1.7052211114177418,1
100,nm0000725,1,0.019908666666666668,Joey Lauren Adams,director,-1.7,-0.5204078941289055,-0.2244538934612527,-2.4156363366347926,1
101,nm0000736,1,1.7707317073170732,Robert Aldrich,director,0.25,-0.5204078941289055,-0.096481923472523,0.44403342268991985,1
102,nm0000750,5,1.1307213354010694,Jon Amiel,director,0.05,1.1677661957304029,-0.1432618585120371,0.15073396019507757,0
103,nm0000759,8,0.8214458294087837,Paul Thomas Anderson,director,-0.09,2.4338967631248845,-0.16586756728566113,-0.05457566355131204,5
104,nm0000770,2,0.9627922083333333,David Anspaugh,director,-0.02,-0.09836437166407844,-0.15553621217907737,0.04807914832188276,1
105,nm0000776,6,1.3171641830053031,Michael Apted,director,0.12,1.5898097181952302,-0.1296342913940268,0.25338877206827237,5
106,nm0000778,1,2.50040715,Alfonso Arau,director,0.4,-0.5204078941289055,-0.043148147480036675,0.6640080195610516,1
107,nm0000780,1,1.708995,Denys Arcand,director,0.23,-0.5204078941289055,-0.10099441152674037,0.41470347644043565,1
108,nm0000783,1,0.03884644444444445,Dario Argento,director,-1.4,-0.5204078941289055,-0.22306968462165994,-1.9756871428925291,1
109,nm0000786,2,1.0010399933333334,George Armitage,director,0.0,-0.09836437166407844,-0.1527405873326411,0.077409094571367,1
110,nm0000788,1,0.15179232,Gillian Armstrong,director,-0.82,-0.5204078941289055,-0.21481419228385235,-1.1251187016574864,1
111,nm0000797,2,5.478570666666666,Hal Ashby,director,0.74,-0.09836437166407844,0.17453316201130686,1.1626171058022834,1
112,nm0000801,2,0.29040212860576925,Olivier Assayas,director,-0.54,-0.09836437166407844,-0.20468285984465187,-0.7144994541647073,1
113,nm0000806,1,0.06779722857142857,Bille August,director,-1.15,-0.5204078941289055,-0.22095360047641568,-1.6090628147739763,1
114,nm0000812,1,1.63315475,Roger Avary,director,0.21,-0.5204078941289055,-0.10653776226613451,0.3853735301909514,1
115,nm0000814,1,117.235147,John G. Avildsen,director,2.07,-0.5204078941289055,8.343096689287956,3.113058531392985,4
116,nm0000816,3,3.0040309722222225,Jon Avnet,director,0.48,0.3236791508007487,-0.006337041407837966,0.7813278045589884,0
117,nm0000824,1,6.630638916666666,John Badham,director,0.82,-0.5204078941289055,0.25874066904708315,1.2799368908002202,1
118,nm0000829,3,0.9007427,Stuart Baird,director,-0.05,0.3236791508007487,-0.16007156363030053,0.004084228947656408,0
119,nm0000850,1,14.564027,Clive Barker,director,1.16,-0.5204078941289055,0.8386115515619302,1.7785459770414522,1
120,nm0000867,1,0.7779614,Jason Bateman,director,-0.11,-0.5204078941289055,-0.16904595137478678,-0.08390560980079628,1
121,nm0000876,2,3.135882333333333,Noah Baumbach,director,0.5,-0.09836437166407844,0.003300299451473552,0.8106577508084727,1
122,nm0000881,13,1.508845521777873,Michael Bay,director,0.18,4.54411437544902,-0.11562383004912107,0.34137861081672505,7
123,nm0000886,5,1.975280843707853,Warren Beatty,director,0.3,1.1677661957304029,-0.08153092309403974,0.5173582883136304,0
124,nm0000887,5,1.5109968684754338,Harold Becker,director,0.18,1.1677661957304029,-0.11546658281817684,0.34137861081672505,0
125,nm0000905,1,2.8781632,Roberto Benigni,director,0.46,-0.5204078941289055,-0.015537027011972352,0.7519978583095043,1
126,nm0000907,3,0.4505320333333333,Richard Benjamin,director,-0.35,0.3236791508007487,-0.1929785705553806,-0.435864964794607,0
127,nm0000913,1,0.09648,Robby Benson,director,-1.0,-0.5204078941289055,-0.21885710603966943,-1.3890882179028445,1
128,nm0000915,4,4.371088701388889,Bruce Beresford,director,0.64,0.7457226732655758,0.0935845763844364,1.0159673745548623,0
129,nm0000916,10,1.141592121146054,Peter Berg,director,0.06,3.2779838080545387,-0.14246728599681918,0.1653989333198197,7
130,nm0000921,2,0.37224277722222227,Andrew Bergman,director,-0.43,-0.09836437166407844,-0.19870092518567448,-0.553184749792544,1
131,nm0000929,1,0.0392,Corbin Bernsen,director,-1.4,-0.5204078941289055,-0.2230438423749597,-1.9756871428925291,1
132,nm0000934,2,1.0388792666666666,Bernardo Bertolucci,director,0.02,-0.09836437166407844,-0.14997482161047548,0.10673904082085121,1
133,nm0000940,1,0.0244465,Bigas Luna,director,-1.7,-0.5204078941289055,-0.22412221204190638,-2.4156363366347926,1
134,nm0000941,4,0.9420730576388889,Kathryn Bigelow,director,-0.03,0.7457226732655758,-0.1570506259543704,0.03341417519714064,0
135,nm0000944,1,0.17186708333333334,Antonia Bird,director,-0.77,-0.5204078941289055,-0.2133468783685238,-1.051793836033776,1
136,nm0000948,4,0.9082621309848485,Shane Black,director,-0.04,0.7457226732655758,-0.15952194989208524,0.018749202072398524,0
137,nm0000952,1,0.48111333333333334,Hart Bochner,director,-0.32,-0.5204078941289055,-0.19074330798746136,-0.3918700454203807,1
138,nm0000957,5,1.8207537267424243,Jan de Bont,director,0.26,1.1677661957304029,-0.09282569082076475,0.458698395814662,0
139,nm0000958,2,1.479565365079365,John Boorman,director,0.17,-0.09836437166407844,-0.11776398884717686,0.32671363769198297,1
140,nm0000965,6,2.875028018520652,Danny Boyle,director,0.46,1.5898097181952302,-0.015766185151241115,0.7519978583095043,5
141,nm0000976,4,4.392203728540305,Martin Brest,director,0.64,0.7457226732655758,0.09512792574539092,1.0159673745548623,0
142,nm0000983,1,0.7743302666666667,Albert Brooks,director,-0.11,-0.5204078941289055,-0.16931135985706597,-0.08390560980079628,1
143,nm0000985,3,1.2636745466666666,James L. Brooks,director,0.1,0.3236791508007487,-0.13354398071002596,0.22405882581878817,0
144,nm0001005,3,2.2185395140056023,Jane Campion,director,0.35,0.3236791508007487,-0.06375054750378169,0.5906831539373409,0
145,nm0001008,2,0.2815232012578616,Frank Capra,director,-0.55,-0.09836437166407844,-0.20533184252177983,-0.7291644272894494,1
146,nm0001024,4,2.1485081827651515,Nick Cassavetes,director,0.33,0.7457226732655758,-0.06886931005813125,0.5613532076878568,0
147,nm0001031,2,0.0277252,Claude Chabrol,director,-1.52,-0.09836437166407844,-0.2238825637803401,-2.1516668203894347,1
148,nm0001040,1,0.944047875,Joan Chen,director,-0.03,-0.5204078941289055,-0.1569062816875875,0.03341417519714064,1
149,nm0001047,2,1.6722389371212123,Michael Cimino,director,0.22,-0.09836437166407844,-0.10368100272780241,0.4000385033156935,1
150,nm0001053,7,2.0771757801183375,Ethan Coen,director,0.32,2.011853240660057,-0.07408317112735213,0.5466882345631147,5
151,nm0001054,13,1.8708139481984059,Joel Coen,director,0.27,4.54411437544902,-0.08916666588845967,0.4733633689394041,7
152,nm0001060,11,4.318509970851143,Chris Columbus,director,0.64,3.700027330519365,0.08974146741785444,1.0159673745548623,7
153,nm0001068,6,2.4562114085317464,Sofia Coppola,director,0.39,1.5898097181952302,-0.04637852312022928,0.6493430464363095,5
154,nm0001081,6,1.2729678131517232,Cameron Crowe,director,0.1,1.5898097181952302,-0.1328647129644512,0.22405882581878817,5
155,nm0001084,1,4.6095878,Ice Cube,director,0.66,-0.5204078941289055,0.11101706315275195,1.0452973208043466,1
156,nm0001093,3,1.1573801425120773,John Dahl,director,0.06,0.3236791508007487,-0.14131330061421674,0.1653989333198197,0
157,nm0001102,6,6.226259279015152,Joe Dante,director,0.79,1.5898097181952302,0.22918356495827197,1.235941971425994,5
158,nm0001104,3,1.272307495925926,Frank Darabont,director,0.1,0.3236791508007487,-0.13291297717747605,0.22405882581878817,0
159,nm0001112,4,2.1016878296122994,Andrew Davis,director,0.32,0.7457226732655758,-0.07229152503327387,0.5466882345631147,0
160,nm0001124,1,9.0,Cecil B. DeMille,director,0.95,-0.5204078941289055,0.43192310862484795,1.4705815414218677,1
161,nm0001129,6,2.221333705591168,Jonathan Demme,director,0.35,1.5898097181952302,-0.0635463131560329,0.5906831539373409,5
162,nm0001130,1,1.7663591666666667,Ted Demme,director,0.25,-0.5204078941289055,-0.09680152324240063,0.44403342268991985,1
163,nm0001139,1,0.180182,Tom DiCillo,director,-0.74,-0.5204078941289055,-0.21273912062178424,-1.0077989166595496,1
164,nm0001149,11,1.5834711272622328,Richard Donner,director,0.2,3.700027330519365,-0.11016926067020337,0.3707085570662093,7
165,nm0001162,2,0.445701175,Griffin Dunne,director,-0.35,-0.09836437166407844,-0.19333166989397707,-0.435864964794607,1
166,nm0001165,1,0.15087666666666666,Charles S. Dutton,director,-0.82,-0.5204078941289055,-0.21488111964211348,-1.1251187016574864,1
167,nm0001175,1,8.3666694,Blake Edwards,director,0.92,-0.5204078941289055,0.38563141457332584,1.4265866220476415,1
168,nm0001188,4,1.270229884375,Nora Ephron,director,0.1,0.7457226732655758,-0.13306483492487273,0.22405882581878817,0
169,nm0001206,1,0.09818592,Abel Ferrara,director,-1.0,-0.5204078941289055,-0.21873241614356087,-1.3890882179028445,1
170,nm0001214,2,4.02424375,Mike Figgis,director,0.6,-0.09836437166407844,0.06823282427738604,0.9573074820558938,1
171,nm0001219,5,0.7590821081481481,Gary Fleder,director,-0.12,1.1677661957304029,-0.17042588533394704,-0.09857058292553837,0
172,nm0001226,5,1.4200269061818183,James Foley,director,0.15,1.1677661957304029,-0.12211580150802785,0.2973836914424987,0
173,nm0001232,3,9.440463196969697,Milos Forman,director,0.97,0.3236791508007487,0.46411764897245866,1.499911487671352,0
174,nm0001239,4,0.9074619439393938,John Frankenheimer,director,-0.04,0.7457226732655758,-0.15958043753486165,0.018749202072398524,0
175,nm0001241,10,1.800461458738002,Stephen Frears,director,0.26,3.2779838080545387,-0.09430890268842472,0.458698395814662,7
176,nm0001243,6,7.75258257979798,William Friedkin,director,0.89,1.5898097181952302,0.3407462958030281,1.3825917026734151,5
177,nm0001252,2,0.81001405,Vincent Gallo,director,-0.09,-0.09836437166407844,-0.16670314421002874,-0.05457566355131204,1
178,nm0001270,2,1.5619416204545455,Brian Gibson,director,0.19,-0.09836437166407844,-0.11174290537049358,0.3560435839414672,1
179,nm0001274,1,1.2707368333333333,Paul Michael Glaser,director,0.1,-0.5204078941289055,-0.13302778077640917,0.22405882581878817,1
180,nm0001281,1,0.0221805,Bobcat Goldthwait,director,-1.7,-0.5204078941289055,-0.22428783956522633,-2.4156363366347926,1
181,nm0001282,3,0.6902707257142856,Tony Goldwyn,director,-0.16,0.3236791508007487,-0.1754554788241252,-0.15723047542450685,0
182,nm0001290,1,0.03353571428571429,Richard E. Grant,director,-1.52,-0.5204078941289055,-0.2234578589743568,-2.1516668203894347,1
183,nm0001302,4,1.8190555208333332,Christopher Guest,director,0.26,0.7457226732655758,-0.09294981687496161,0.458698395814662,0
184,nm0001317,16,1.030863153038292,Renny Harlin,director,0.01,5.810244942843501,-0.15056073910690934,0.09207406769610911,3
185,nm0001331,4,0.6432819365740741,Todd Haynes,director,-0.19,0.7457226732655758,-0.17889000520060244,-0.2012253947987332,0
186,nm0001338,4,1.5738984116258288,Brian Helgeland,director,0.2,0.7457226732655758,-0.11086895404279998,0.3707085570662093,0
187,nm0001348,2,0.30856339,Werner Herzog,director,-0.51,-0.09836437166407844,-0.20335540850083328,-0.6705045347904809,1
188,nm0001351,2,22.707558931818184,George Roy Hill,director,1.36,-0.09836437166407844,1.43384236574733,2.0718454395362946,6
189,nm0001353,4,0.6813282425373135,Walter Hill,director,-0.17,0.7457226732655758,-0.1761091069533981,-0.17189544854924899,0
190,nm0001355,3,0.7938406961823361,Michael Hoffman,director,-0.1,0.3236791508007487,-0.1678852944909631,-0.06924063667605418,0
191,nm0001361,3,0.8596097968085106,Tobe Hooper,director,-0.07,0.3236791508007487,-0.16307806887415152,-0.025245717301827827,0
192,nm0001372,1,1.3634499166666667,Bonnie Hunt,director,0.13,-0.5204078941289055,-0.12625115307479498,0.2680537451930145,1
193,nm0001382,5,0.7074688282619048,Peter Hyams,director,-0.15,1.1677661957304029,-0.1741984271335846,-0.14256550229976472,0
194,nm0001392,8,1.976977350689826,Peter Jackson,director,0.3,2.4338967631248845,-0.08140692121861201,0.5173582883136304,5
195,nm0001401,3,0.6097808974358975,Angelina Jolie,director,-0.21,0.3236791508007487,-0.18133867869623418,-0.2305553410482174,0
196,nm0001402,1,6.40598,Terry Jones,director,0.81,-0.5204078941289055,0.24231979527865996,1.2652719176754783,1
197,nm0001403,7,2.8729968595415554,Neil Jordan,director,0.46,2.011853240660057,-0.015914647565705764,0.7519978583095043,5
198,nm0001405,1,0.60054475,Janusz Kaminski,director,-0.22,-0.5204078941289055,-0.18201377146976716,-0.24522031417295953,1
199,nm0001408,3,0.6747410853679655,Shekhar Kapur,director,-0.17,0.3236791508007487,-0.1765905785013586,-0.17189544854924899,0
200,nm0001410,5,0.47130396852015355,Lawrence Kasdan,director,-0.33,1.1677661957304029,-0.19146029863148123,-0.4065350185451228,0
201,nm0001438,4,28.8988492175,Neil LaBute,director,1.46,0.7457226732655758,1.8863790277828343,2.2184951707837155,6
202,nm0001454,1,4.3459795,Martin Lawrence,director,0.64,-0.5204078941289055,0.0917492829870031,1.0159673745548623,1
203,nm0001460,4,1.1635759125,Mimi Leder,director,0.06,0.7457226732655758,-0.14086043651970664,0.1653989333198197,0
204,nm0001466,1,0.1773836,Sergio Leone,director,-0.74,-0.5204078941289055,-0.21294366257291333,-1.0077989166595496,1
205,nm0001469,14,2.1300394111522265,Barry Levinson,director,0.33,4.966157897913847,-0.0702192380815253,0.5613532076878568,7
206,nm0001486,7,2.952395824571043,Sidney Lumet,director,0.47,2.011853240660057,-0.010111181576295898,0.7666628314342463,5
207,nm0001490,3,8.506316980952382,Adrian Lyne,director,0.93,0.3236791508007487,0.3958386003503637,1.4412515951723837,0
208,nm0001501,1,0.01068,Louis Malle,director,-2.0,-0.5204078941289055,-0.22512843944693037,-2.855585530377056,1
209,nm0001502,3,0.8782019549707604,Luis Mandoki,director,-0.06,0.3236791508007487,-0.16171912222384854,-0.0105807441770857,0
210,nm0001508,5,2.427284399683704,Penny Marshall,director,0.39,1.1677661957304029,-0.04849286947175444,0.6493430464363095,0
211,nm0001532,10,1.580313112650747,John McTiernan,director,0.2,3.2779838080545387,-0.11040008773935989,0.3707085570662093,7
212,nm0001554,1,0.0458234,Errol Morris,director,-1.3,-0.5204078941289055,-0.22255972174920616,-1.829037411645108,1
213,nm0001565,7,2.376951834224506,Mike Newell,director,0.38,2.011853240660057,-0.05217180069829775,0.6346780733115673,5
214,nm0001566,5,0.7028704403076923,Mike Nichols,director,-0.15,1.1677661957304029,-0.1745345346393748,-0.14256550229976472,0
215,nm0001570,2,0.8171745517241379,Edward Norton,director,-0.09,-0.09836437166407844,-0.166179765495864,-0.05457566355131204,1
216,nm0001587,3,3.673829154684096,Alan J. Pakula,director,0.56,0.3236791508007487,0.04262015810027139,0.8986475895569255,0
217,nm0001591,1,0.2961889375,Bruce Paltrow,director,-0.52,-0.5204078941289055,-0.2042598877241411,-0.685169507915223,1
218,nm0001603,2,0.05595784649122807,Sam Peckinpah,director,-1.22,-0.09836437166407844,-0.22181897008435145,-1.7117176266471712,1
