,nconst,nof_films,avg_profit,primaryName,category,log_avg_profit,nof_films_T,avg_profit_T,log_avg_profit_T,kmeans,kmeans_log,gender
3178,nm0100911,1,23.314285714285713,Roger Bowen,actor,1.37,-0.35391666264735844,1.816028833516748,2.0841704521112856,6,8,1
3179,nm0100942,2,2.2314385464285715,Malick Bowens,actor,0.35,-0.072376904511128,-0.07148215613493951,0.5481737974889542,0,1,1
3180,nm0100960,1,11.711296,David Bower,actor,1.07,-0.35391666264735844,0.7772331516925378,1.632406730163541,6,8,1
3181,nm0100979,1,0.8386055789473684,Laura Bower,actress,-0.08,-0.35391666264735844,-0.19618009242117745,-0.09935420396947953,0,1,0
3182,nm0100989,1,0.479318675,Michael Bower,actor,-0.32,-0.35391666264735844,-0.22834643002440716,-0.4607651815276751,0,5,1
3183,nm0100999,1,0.016437,Sharon Bower,actress,-1.7,-0.35391666264735844,-0.269787429027754,-2.5388783024872996,0,2,0
3184,nm0101005,10,1.3836841093123808,Tom Bower,actor,0.14,2.1799411605787156,-0.1473801505492029,0.2319391921255331,4,0,1
3185,nm0101152,1,2.7355765,John Ross Bowie,actor,0.44,-0.35391666264735844,-0.02634755357910735,0.6837029140732775,0,4,1
3186,nm0101193,1,3.8877276,Bowlegged Lou,actor,0.59,-0.35391666264735844,0.07680254970982693,0.9095847750471496,0,4,1
3187,nm0101198,1,0.4627375,Grant Bowler,actor,-0.34,-0.35391666264735844,-0.22983091405944556,-0.4908827629908581,0,5,1
3188,nm0101248,1,1.503033,Peter Bowles,actor,0.18,-0.35391666264735844,-0.13669504995619244,0.292174355051899,0,1,1
3189,nm0101333,1,0.9554312608695652,Jessica Bowman,actress,-0.02,-0.35391666264735844,-0.18572089036245895,-0.009001459579930631,0,1,0
3190,nm0101365,1,1.7759019411764705,Michael Bowman,actor,0.25,-0.35391666264735844,-0.112265563696365,0.3975858901730394,0,1,1
3191,nm0101533,1,9.066666666666666,John Boxer,actor,0.96,-0.35391666264735844,0.5404640431144365,1.4667600321160346,6,4,1
3192,nm0101559,1,3.6410419444444444,Big Boy,actor,0.56,-0.35391666264735844,0.05471720790834446,0.8644084028523754,0,4,1
3193,nm0101563,1,0.7284581785714286,Goûchy Boy,actor,-0.14,-0.35391666264735844,-0.20604139943705915,-0.18970694835902846,0,5,1
3194,nm0101603,2,1.4017687322440089,Lombardo Boyar,actor,0.15,-0.072376904511128,-0.14576106541068343,0.24699798285712454,0,1,1
3195,nm0101668,3,0.36259502380952385,Todd Boyce,actor,-0.44,0.20916285362510245,-0.23879649744747272,-0.6414706703067728,7,5,1
3196,nm0101692,1,2.6635474516129034,Alexandra Boyd,actress,0.42,-0.35391666264735844,-0.03279619020405409,0.6535853326100945,0,4,0
3197,nm0101710,4,2.098674541565644,Billy Boyd,actor,0.32,0.4907026117613329,-0.08336828879120618,0.5029974252941798,7,9,1
3198,nm0101712,1,53.396,Bob Boyd,actor,1.73,-0.35391666264735844,4.509192894792773,2.626286918448579,3,8,1
3199,nm0101740,2,0.0539567253164557,Darren Boyd,actor,-1.3,-0.072376904511128,-0.2664283526516043,-1.9365266732236404,0,2,1
3200,nm0101777,3,0.7067015,Guy Boyd,actor,-0.15,0.20916285362510245,-0.20798923739153144,-0.2047657390906199,7,5,1
3201,nm0101799,3,1.174103755935829,Jenna Boyd,actress,0.07,0.20916285362510245,-0.16614351856414702,0.12652765700439272,7,9,0
3202,nm0101972,1,0.6666666666666666,Peter Boyden,actor,-0.17,-0.35391666264735844,-0.2115734870559102,-0.2348833205538029,0,5,1
3203,nm0101992,1,4.478852466666667,Phyllis Boyens,actress,0.65,-0.35391666264735844,0.12972494075152644,0.9999375194366986,0,4,0
3204,nm0101997,2,1.3426936576470587,Adam Boyer,actor,0.13,-0.072376904511128,-0.15104995507669763,0.2168804013939416,0,1,1
3205,nm0102164,1,0.4943837,John Boylan,actor,-0.31,-0.35391666264735844,-0.2269976842871507,-0.4457063907960836,0,5,1
3206,nm0102175,1,1.583215125,Sarain Boylan,actress,0.2,-0.35391666264735844,-0.1295164824265722,0.322291936515082,0,1,0
3207,nm0102288,1,2.8611749565217393,Lisa Boyle,actress,0.46,-0.35391666264735844,-0.015102940122462542,0.7138204955364605,0,4,0
3208,nm0102462,1,0.8888146,Terry Bozeman,actor,-0.05,-0.35391666264735844,-0.1916849652563332,-0.054177831774705074,0,1,1
3209,nm0102516,1,0.1819042857142857,Serge Bozon,actor,-0.74,-0.35391666264735844,-0.2549734279714965,-1.0932343922545174,0,7,1
3210,nm0102566,2,11.821428571428571,Marcel Bozzuffi,actor,1.07,-0.072376904511128,0.7870931310983059,1.632406730163541,6,8,1
3211,nm0102779,1,3.7976845384615383,Kisha Brackel,actress,0.58,-0.35391666264735844,0.06874114951835537,0.8945259843155582,0,4,0
3212,nm0102787,1,4.094537533333333,Eddie Bracken,actor,0.61,-0.35391666264735844,0.09531788679062382,0.9397023565103326,0,4,1
3213,nm0102847,1,43.75,David Bracks,actor,1.64,-0.35391666264735844,3.6456031309804913,2.4907578018642553,3,8,1
3214,nm0102896,1,4.915426666666667,Jane Bradbury,actress,0.69,-0.35391666264735844,0.16881067683534726,1.0601726823630644,0,4,0
3215,nm0103009,1,0.38118463076923076,Damian Bradford,actor,-0.42,-0.35391666264735844,-0.23713220195880422,-0.6113530888435899,0,5,1
3216,nm0103038,6,1.9937983968588018,Jesse Bradford,actor,0.3,1.0537821280337938,-0.09275766936729206,0.4728798438309968,7,9,1
3217,nm0103071,1,3.05081816,Richard Bradford,actor,0.48,-0.35391666264735844,0.00187548920579742,0.7439380769996434,0,4,1
3218,nm0103169,2,0.08011932016806722,Charlotte Bradley,actress,-1.1,-0.072376904511128,-0.2640860606021932,-1.6353508585918108,0,7,0
3219,nm0103195,3,0.39534231375131723,David Bradley,actor,-0.4,0.20916285362510245,-0.23586468898942528,-0.581235507380407,7,5,1
3220,nm0103203,1,0.9592421666666666,Diane Bradley,actress,-0.02,-0.35391666264735844,-0.18537970653110614,-0.009001459579930631,0,1,0
3221,nm0103299,1,1.6391512352941175,Justin Bradley,actor,0.21,-0.35391666264735844,-0.12450861882741455,0.3373507272466734,0,1,1
3222,nm0103456,1,8.080333333333334,Dick Bradsell,actor,0.91,-0.35391666264735844,0.4521593188376883,1.3914660784580772,6,4,1
3223,nm0103479,1,4.1318846,David Bradshaw,actor,0.62,-0.35391666264735844,0.09866150533527951,0.9547611472419242,0,4,1
3224,nm0103537,2,1.688401995,Terry Bradshaw,actor,0.23,-0.072376904511128,-0.12009928315024491,0.3674683087098564,0,1,1
3225,nm0103675,1,1.297480054054054,Mark Brady,actor,0.11,-0.35391666264735844,-0.1550978511214815,0.18676281993075863,0,1,1
3226,nm0103704,1,2.949666818181818,Pat Brady,actor,0.47,-0.35391666264735844,-0.00718041618400759,0.728879286268052,0,4,1
3227,nm0103722,1,13.96747090909091,Scott Brady,actor,1.15,-0.35391666264735844,0.9792246048193276,1.7528770560162725,6,8,1
3228,nm0103750,1,1.2517264285714285,Wayne Brady,actor,0.1,-0.35391666264735844,-0.15919409439580207,0.17170402919916716,0,1,1
3229,nm0103785,5,3.027039625,Zach Braff,actor,0.48,0.7722423698975633,-0.00025336207187747227,0.7439380769996434,7,9,1
3230,nm0103797,9,0.9665807159347328,Alice Braga,actress,-0.01,1.8984014024424851,-0.18472269885651207,0.006057331151660851,4,0,0
3231,nm0104051,1,6.5258781818181815,Justin Braine,actor,0.81,-0.35391666264735844,0.31299162682506604,1.2408781711421624,0,4,1
3232,nm0104114,8,2.090535627309573,Richard Brake,actor,0.32,1.6168616443062547,-0.0840969517644685,0.5029974252941798,4,0,1
3233,nm0104180,2,0.4437290848484849,Martin Brambach,actor,-0.36,-0.072376904511128,-0.23153270472408816,-0.521000344454041,0,5,1
3234,nm0104183,1,2.6434928571428573,Wilfrid Brambell,actor,0.42,-0.35391666264735844,-0.03459164350093758,0.6535853326100945,0,4,1
3235,nm0104220,1,6.806146733333334,Mark Bramhall,actor,0.83,-0.35391666264735844,0.338083587451956,1.2709957526053453,0,4,1
3236,nm0104382,1,6.1288625,Derrick Branche,actor,0.79,-0.35391666264735844,0.27744749673060876,1.2107605896789795,0,4,1
3237,nm0104526,2,2.8205678724358973,Steven Brand,actor,0.45,-0.072376904511128,-0.018738422410954938,0.6987617048048691,0,4,1
3238,nm0104594,3,3.5005631260606065,Larry Brandenburg,actor,0.54,0.20916285362510245,0.04214038128707896,0.8342908213891924,7,4,1
3239,nm0104720,1,3.8064522,Jocelyn Brando,actress,0.58,-0.35391666264735844,0.06952610315273086,0.8945259843155582,0,4,0
3240,nm0104777,1,1.746585,John Brandon,actor,0.24,-0.35391666264735844,-0.11489025893856765,0.3825270994414479,0,1,1
3241,nm0104919,1,7.9493954375,Hank Brandt,actor,0.9,-0.35391666264735844,0.440436674577188,1.3764072877264857,6,4,1
3242,nm0105046,1,3.0233268,J.C. Brandy,actress,0.48,-0.35391666264735844,-0.0005857648984197033,0.7439380769996434,0,4,0
3243,nm0105226,1,0.053172,Jeff Branson,actor,-1.3,-0.35391666264735844,-0.26649860775741974,-1.9365266732236404,0,2,1
3244,nm0105280,2,1.428114642857143,Betsy Brantley,actress,0.16,-0.072376904511128,-0.1434023614169227,0.26205677358871604,0,1,0
3245,nm0105350,1,9.968371818181819,Dominick Brascia,actor,1.0,-0.35391666264735844,0.6211921520534047,1.5269951950424006,6,4,1
3246,nm0105450,1,0.051481384615384616,Marie Brassard,actress,-1.3,-0.35391666264735844,-0.2666499656405523,-1.9365266732236404,0,2,0
3247,nm0105497,1,1.5145325849056603,Mitch Braswell,actor,0.18,-0.35391666264735844,-0.13566551192875947,0.292174355051899,0,1,1
3248,nm0105588,1,0.001218,Creed Bratton,actor,0.0,-0.35391666264735844,-0.2711499598815233,0.021116121883252334,0,1,1
3249,nm0105672,8,1.209399236731576,Andre Braugher,actor,0.08,1.6168616443062547,-0.16298357496845553,0.1415864477359842,4,0,1
3250,nm0105789,1,0.0840134,Jeff Braun,actor,-1.1,-0.35391666264735844,-0.2637374303427774,-1.6353508585918108,0,7,1
3251,nm0105853,1,2.0278388888888887,Steve Braun,actor,0.31,-0.35391666264735844,-0.08971008275394801,0.4879386345625883,0,1,1
3252,nm0105876,1,1.1082471428571428,Wendy Braun,actress,0.05,-0.35391666264735844,-0.17203954768856122,0.09641007554120976,0,1,0
3253,nm0105951,2,2.1253872578947366,Paul Braunstein,actor,0.33,-0.072376904511128,-0.08097674531355474,0.5180562160257713,0,1,1
3254,nm0106010,1,1.28748,Amy Braverman,actress,0.11,-0.35391666264735844,-0.15599313873486018,0.18676281993075863,0,1,0
3255,nm0106180,1,3.9736708,Mary Lynette Braxton,actress,0.6,-0.35391666264735844,0.08449689636017647,0.9246435657787412,0,4,0
3256,nm0106182,1,1.7841861764705882,Paulette Braxton,actress,0.25,-0.35391666264735844,-0.11152389038089616,0.3975858901730394,0,1,0
3257,nm0106319,6,2.748204438768116,Jay Brazeau,actor,0.44,1.0537821280337938,-0.02521699597406971,0.6837029140732775,7,9,1
3258,nm0106534,2,2.60855311,Jonathan Breck,actor,0.42,-0.072376904511128,-0.03771973887547222,0.6535853326100945,0,4,1
3259,nm0106736,1,0.52168448,Joe Breen,actor,-0.28,-0.35391666264735844,-0.2245534924820407,-0.40053001860130916,0,5,1
3260,nm0106755,3,1.286954893121693,Patrick Breen,actor,0.11,0.20916285362510245,-0.15604015064912652,0.18676281993075863,7,9,1
3261,nm0106998,1,1.3183954285714286,Peter Breitmayer,actor,0.12,-0.35391666264735844,-0.15322533366973934,0.2018216106623501,0,1,1
3262,nm0107029,1,0.0002597666666666667,Magne-Håvard Brekke,actor,0.0,-0.35391666264735844,-0.2712357488612051,0.021116121883252334,0,1,1
3263,nm0107101,2,0.24023568171428572,Richard Bremmer,actor,-0.62,-0.072376904511128,-0.24975111856920743,-0.9125289034754196,0,7,1
3264,nm0107183,1,0.06702925,Nicholas Brendon,actor,-1.15,-0.35391666264735844,-0.2652579920354015,-1.710644812249768,0,7,1
3265,nm0107232,1,0.63891498,Janni Brenn,actress,-0.19,-0.35391666264735844,-0.21405804775815557,-0.26500090201698584,0,5,0
3266,nm0107237,1,1.7769595294117646,Harald Brenna,actor,0.25,-0.35391666264735844,-0.11217087964345931,0.3975858901730394,0,1,1
3267,nm0107261,1,3.4838857272727273,Brid Brennan,actress,0.54,-0.35391666264735844,0.04064728250206675,0.8342908213891924,0,4,0
3268,nm0107281,3,12.270181243434344,Eileen Brennan,actress,1.09,0.20916285362510245,0.8272691848021827,1.6625243116267239,6,8,0
3269,nm0107322,1,1.88946925,John G. Brennan,actor,0.28,-0.35391666264735844,-0.1020980781683007,0.4427622623678139,0,1,1
3270,nm0107419,1,11.188978071428572,Tom Brennan,actor,1.05,-0.35391666264735844,0.7304709272917582,1.6022891487003579,6,8,1
3271,nm0107423,1,0.22426075,Wayne Brennan,actor,-0.66,-0.35391666264735844,-0.25118132668718973,-0.9727640664017856,0,7,1
3272,nm0107495,1,5.643056,Matthias Brenner,actor,0.75,-0.35391666264735844,0.23395407763528722,1.1505254267526135,0,4,1
3273,nm0107702,1,9.892332090909091,Susan Breslau,actress,1.0,-0.35391666264735844,0.614384446256618,1.5269951950424006,6,4,0
3274,nm0107748,7,1.2396726450632503,Spencer Breslin,actor,0.09,1.3353218861700242,-0.16027324886945662,0.15664523846757566,4,0,1
3275,nm0107792,1,0.08528685365853658,Alessandro Bressanello,actor,-1.05,-0.35391666264735844,-0.26362342023037827,-1.5600569049338535,0,7,1
3276,nm0107857,1,0.12519261538461537,Philip Bretherton,actor,-0.89,-0.35391666264735844,-0.26005072612465846,-1.3191162532283895,0,7,1
3277,nm0107950,1,4.268277117647059,Jeremy Brett,actor,0.63,-0.35391666264735844,0.11087249249063776,0.9698199379735156,0,4,1
3278,nm0108028,3,0.9892137864957266,Jim Breuer,actor,-0.0,0.20916285362510245,-0.18269639903688575,0.021116121883252334,7,9,1
3279,nm0108107,1,0.7854450142857143,Captain Kidd Brewer Jr.,actor,-0.1,-0.35391666264735844,-0.20093946620101213,-0.1294717854326625,0,5,1
3280,nm0108287,10,1.7139839663950316,Jordana Brewster,actress,0.23,2.1799411605787156,-0.11780897331872014,0.3674683087098564,4,0,0
3281,nm0108295,3,0.22701220888888887,Paget Brewster,actress,-0.64,0.20916285362510245,-0.25093499331252717,-0.9426464849386026,7,7,0
3282,nm0108362,1,1.14793465625,Kevin Breznahan,actor,0.06,-0.35391666264735844,-0.1684863929801604,0.11146886627280123,0,1,1
3283,nm0108400,1,0.06034136546184739,Jean-Claude Brialy,actor,-1.22,-0.35391666264735844,-0.26585674681756066,-1.8160563473709086,0,7,1
3284,nm0108436,1,0.3046079411764706,Dominique Briand,actor,-0.52,-0.35391666264735844,-0.2439879810671329,-0.7619409961595048,0,5,1
3285,nm0108637,1,0.036652235294117645,Jon Briddell,actor,-1.4,-0.35391666264735844,-0.26797759383461106,-2.0871145805395552,0,2,1
3286,nm0108698,1,0.151322,Arthur Bridgers,actor,-0.82,-0.35391666264735844,-0.2577114073304888,-1.2137047181072491,0,7,1
3287,nm0108703,4,0.6480622904557207,Sean Bridgers,actor,-0.19,0.4907026117613329,-0.21323910481020064,-0.26500090201698584,7,9,1
3288,nm0108758,1,1.4519444516129032,Jordan Bridges,actor,0.16,-0.35391666264735844,-0.1412689196882187,0.26205677358871604,0,1,1
3289,nm0108765,1,4.581437101449275,Krista Bridges,actress,0.66,-0.35391666264735844,0.13890916639144782,1.0149963101682902,0,4,0
3290,nm0108780,1,1.132437025,Penny Bae Bridges,actress,0.05,-0.35391666264735844,-0.1698738692097724,0.09641007554120976,0,1,0
3291,nm0108795,1,2.2058778333333335,Spencir Bridges,actor,0.34,-0.35391666264735844,-0.07377056274750327,0.5331150067573628,0,1,1
3292,nm0108802,1,2.0770333777777776,Verda Bridges,actress,0.32,-0.35391666264735844,-0.08530578490609175,0.5029974252941798,0,1,0
3293,nm0109028,1,1.63690476,Gary Briggs,actor,0.21,-0.35391666264735844,-0.12470974189072133,0.3373507272466734,0,1,1
3294,nm0109161,1,1.1128925185185186,Linda Bright Clay,actress,0.05,-0.35391666264735844,-0.17162365520771664,0.09641007554120976,0,1,0
3295,nm0109175,1,3.6795842307692306,Richard Bright,actor,0.57,-0.35391666264735844,0.05816783241010762,0.8794671935839666,0,4,1
3296,nm0109192,1,0.8449466666666666,Susie Bright,actress,-0.08,-0.35391666264735844,-0.1956123857608186,-0.09935420396947953,0,1,0
3297,nm0109208,1,0.017264705882352942,Sarah Brightman,actress,-1.7,-0.35391666264735844,-0.2697133259459121,-2.5388783024872996,0,2,0
3298,nm0109229,1,1.9735906666666667,Paul Brightwell,actor,0.29,-0.35391666264735844,-0.09456683264158276,0.4578210530994053,0,1,1
3299,nm0109329,1,0.6872380588235294,Fran Brill,actress,-0.16,-0.35391666264735844,-0.20973176575236105,-0.2198245298222114,0,5,0
3300,nm0109359,1,20.618055833333333,Steven Brill,actor,1.31,-0.35391666264735844,1.5746400167973533,1.9938177077217365,6,8,1
3301,nm0109377,1,2.8489636666666667,Ashlie Brillault,actress,0.45,-0.35391666264735844,-0.01619619586803433,0.6987617048048691,0,4,0
3302,nm0109419,1,0.852206,Sterling Brimley,actor,-0.07,-0.35391666264735844,-0.1949624701524039,-0.08429541323788804,0,1,1
3303,nm0109517,1,3.2100816,Mark Bringelson,actor,0.51,-0.35391666264735844,0.016134070641991863,0.7891144491944179,0,4,1
3304,nm0109540,1,0.77180916,Chief Irvin Brink,actor,-0.11,-0.35391666264735844,-0.20216026074610635,-0.14453057616425397,0,5,1
3305,nm0109620,1,1.3933095555555555,Ritch Brinkley,actor,0.14,-0.35391666264735844,-0.14651840092783333,0.2319391921255331,0,1,1
3306,nm0109626,2,0.33251678181818184,Bo Brinkman,actor,-0.48,-0.072376904511128,-0.24148935064021498,-0.7017058332331387,0,5,1
3307,nm0109773,1,2.5119041,David Brisbin,actor,0.4,-0.35391666264735844,-0.04637255825330661,0.6234677511469117,0,4,1
3308,nm0109785,7,1.366649031360144,Brent Briscoe,actor,0.14,1.3353218861700242,-0.14890527173366236,0.2319391921255331,4,0,1
3309,nm0109824,1,0.8511040476190476,Yvonne Erickson,actress,-0.07,-0.35391666264735844,-0.19506112605084877,-0.08429541323788804,0,1,0
3310,nm0110083,1,0.5764895,Charlotte Brittain,actress,-0.24,-0.35391666264735844,-0.2196468934485006,-0.3402948556749432,0,5,0
3311,nm0110168,7,30.76397329251701,Connie Britton,actress,1.49,1.3353218861700242,2.48298652957315,2.264875940890383,6,8,0
3312,nm0110311,1,1.50567455,Boris Brkic,actor,0.18,-0.35391666264735844,-0.13645855653502323,0.292174355051899,0,1,1
3313,nm0110331,1,0.07254433333333334,Laura Bro,actress,-1.15,-0.35391666264735844,-0.2647642361248439,-1.710644812249768,0,7,0
3314,nm0110334,1,0.01204921875,Nicolas Bro,actor,-2.0,-0.35391666264735844,-0.2701802595246799,-2.990642024435044,0,2,1
3315,nm0110398,3,1.1601504419299074,Kent Broadhurst,actor,0.06,0.20916285362510245,-0.16739273473113567,0.11146886627280123,7,9,1
3316,nm0110480,2,12.763454595454546,Peter Brocco,actor,1.11,-0.072376904511128,0.8714310982964827,1.692641893089907,6,8,1
3317,nm0110514,1,0.17186708333333334,Bill Brochtrup,actor,-0.77,-0.35391666264735844,-0.2558720414105907,-1.1384107644492918,0,7,1
3318,nm0110544,1,0.69125112,Benjamin Brock,actor,-0.16,-0.35391666264735844,-0.20937248329812588,-0.2198245298222114,0,5,1
3319,nm0110548,1,3.9736708,Brett Brock,actor,0.6,-0.35391666264735844,0.08449689636017647,0.9246435657787412,0,4,1
3320,nm0110621,1,2.4210526315789473,Phillip Brock,actor,0.38,-0.35391666264735844,-0.05450633372041588,0.5933501696837287,0,4,1
3321,nm0110634,1,1.2314314,Stanley Brock,actor,0.09,-0.35391666264735844,-0.16101107334361084,0.15664523846757566,0,1,1
3322,nm0110803,1,0.06702925,Beth Broderick,actress,-1.15,-0.35391666264735844,-0.2652579920354015,-1.710644812249768,0,7,0
3323,nm0110807,1,0.25211733333333336,Charley Broderick,actor,-0.6,-0.35391666264735844,-0.24868737476707253,-0.8824113220122366,0,7,1
3324,nm0110895,1,0.3093767142857143,Farren Monet,actress,-0.51,-0.35391666264735844,-0.24356104102534495,-0.7468822054279133,0,5,0
3325,nm0111013,15,1.4419166986797842,Adam Brody,actor,0.16,3.587639951259868,-0.142166687134526,0.26205677358871604,4,6,1
3326,nm0111179,2,6.551797370786517,Ivar Brogger,actor,0.82,-0.072376904511128,0.3153121271650381,1.2559369618737537,0,4,1
3327,nm0111274,3,1.3014324599326599,Shane Brolly,actor,0.11,0.20916285362510245,-0.15474399903157943,0.18676281993075863,7,9,1
3328,nm0111325,1,0.865875,Peter Bromilow,actor,-0.06,-0.35391666264735844,-0.19373870812860647,-0.06923662250629654,0,1,1
3329,nm0111356,1,0.7838896111111111,Sydney Bromley,actor,-0.11,-0.35391666264735844,-0.2010787187678988,-0.14453057616425397,0,5,1
3330,nm0111376,3,0.6024260493506494,Eleanor Bron,actress,-0.22,0.20916285362510245,-0.21732483886340495,-0.3101772742117603,7,5,0
3331,nm0111405,1,0.6606438983050847,Cristina Brondo,actress,-0.18,-0.35391666264735844,-0.21211269513250924,-0.24994211128539434,0,5,0
3332,nm0111632,1,0.34813269444444445,Jayne Brook,actress,-0.46,-0.35391666264735844,-0.24009128488273757,-0.6715882517699558,0,5,0
3333,nm0111639,1,1.041798125,Kelly Brook,actress,0.02,-0.35391666264735844,-0.17798861379231493,0.0512337033464353,0,1,0
3334,nm0111727,1,2.86173708,Paul Brooke,actor,0.46,-0.35391666264735844,-0.015052614175767054,0.7138204955364605,0,4,1
3335,nm0111777,1,16.306696444444444,Richard Brooker,actor,1.21,-0.35391666264735844,1.1886514374525037,1.8432298004058216,6,8,1
3336,nm0111795,1,3.7795830869565217,Jacqueline Brookes,actress,0.58,-0.35391666264735844,0.0671205577466493,0.8945259843155582,0,4,0
3337,nm0111816,1,2.5605015,Michelle Brookhurst,actress,0.41,-0.35391666264735844,-0.04202171674512801,0.6385265418785031,0,4,0
3338,nm0111845,1,0.3537804,Adam Brooks,actor,-0.46,-0.35391666264735844,-0.23958565553307928,-0.6715882517699558,0,5,1
3339,nm0111944,1,2.748613435294118,David Allen Brooks,actor,0.44,-0.35391666264735844,-0.025180379219633668,0.6837029140732775,0,4,1
3340,nm0111954,1,24.76847159090909,Dean R. Brooks,actor,1.39,-0.35391666264735844,1.9462195900720392,2.1142880335744683,6,8,1
3341,nm0111974,1,17.985893,Elisabeth Brooks,actress,1.26,-0.35391666264735844,1.3389870124894745,1.918523754063779,6,8,0
3342,nm0112001,1,1.454054,Golden Brooks,actress,0.16,-0.35391666264735844,-0.1410800554550274,0.26205677358871604,0,1,0
3343,nm0112029,1,23.5,Arlene Farber,actress,1.37,-0.35391666264735844,1.8326555136055485,2.0841704521112856,6,8,0
3344,nm0112093,1,1.9654132857142856,Kimberly Brooks,actress,0.29,-0.35391666264735844,-0.09529893947190309,0.4578210530994053,0,1,0
3345,nm0112207,2,1.2162652500000002,Randy Brooks,actor,0.09,-0.072376904511128,-0.16236887262791952,0.15664523846757566,0,1,1
3346,nm0112232,1,1.23248,Ron Brooks,actor,0.09,-0.35391666264735844,-0.16091719399192791,0.15664523846757566,0,1,1
3347,nm0112292,1,0.5208268,Torben Brooks,actor,-0.28,-0.35391666264735844,-0.22463027909500216,-0.40053001860130916,0,5,1
3348,nm0112295,1,2.567903333333333,Van Brooks,actor,0.41,-0.35391666264735844,-0.04135904335718367,0.6385265418785031,0,4,1
3349,nm0112397,1,1.3086375714285714,Geraldine Brophy,actress,0.12,-0.35391666264735844,-0.15409893781086664,0.2018216106623501,0,1,0
3350,nm0112400,1,0.609827,Jed Brophy,actor,-0.21,-0.35391666264735844,-0.21666224450063706,-0.2951184834801688,0,5,1
3351,nm0112403,1,1.5795189,Kevin Brophy,actor,0.2,-0.35391666264735844,-0.12984739908370957,0.322291936515082,0,1,1
3352,nm0112932,2,3.470220494047619,Neil Brown Jr.,actor,0.54,-0.072376904511128,0.03942385771113673,0.8342908213891924,0,4,1
3353,nm0112957,1,4.941477333333333,Adriane Brown,actress,0.69,-0.35391666264735844,0.1711429481471676,1.0601726823630644,0,4,0
3354,nm0113000,1,24.76847159090909,Alonzo Brown,actor,1.39,-0.35391666264735844,1.9462195900720392,2.1142880335744683,6,8,1
3355,nm0113041,1,1.1000524,Anne-Marie Brown,actress,0.04,-0.35391666264735844,-0.17277320890030726,0.08135128480961826,0,1,0
3356,nm0113117,2,1.0196761566666666,Billy Brown,actor,0.01,-0.072376904511128,-0.17996915550992287,0.03617491261484381,0,1,1
3357,nm0113125,2,0.4126282567741935,Bille Brown,actor,-0.39,-0.072376904511128,-0.23431710828733132,-0.5661767166488154,0,5,1
3358,nm0113130,1,1.42668872,Billy Aaron Brown,actor,0.16,-0.35391666264735844,-0.14353002183402977,0.26205677358871604,0,1,1
3359,nm0113140,2,3.0282167115384615,Bobby Brown,actor,0.48,-0.072376904511128,-0.00014797954173683623,0.7439380769996434,0,4,1
3360,nm0113194,1,1.7959095,Candy Ann Brown,actress,0.26,-0.35391666264735844,-0.1104743214198906,0.4126446809046309,0,1,0
3361,nm0113198,1,1.0118341153846153,Carlinhos Brown,actor,0.0,-0.35391666264735844,-0.1806712399572142,0.021116121883252334,0,1,1
3362,nm0113478,1,0.5706423488372093,Dylan Brown,actor,-0.24,-0.35391666264735844,-0.2201703788198099,-0.3402948556749432,0,5,1
3363,nm0113520,1,0.40057896666666665,Emma J. Brown,actress,-0.4,-0.35391666264735844,-0.23539586047456593,-0.581235507380407,0,5,0
3364,nm0113536,1,0.284444625,Ernie Lively,actor,-0.55,-0.35391666264735844,-0.24579316803110868,-0.8071173683542793,0,5,1
3365,nm0113595,2,0.890449125,Garrett M. Brown,actor,-0.05,-0.072376904511128,-0.19153862904871394,-0.054177831774705074,0,1,1
3366,nm0113605,1,1.164146142857143,Gaye Brown,actress,0.06,-0.35391666264735844,-0.16703500651010975,0.11146886627280123,0,1,0
3367,nm0113640,1,1.0205616,Gilbert Glenn Brown,actor,0.01,-0.35391666264735844,-0.17988988329355307,0.03617491261484381,0,1,1
3368,nm0113668,1,5.863906285714286,Gregory Brown,actor,0.77,-0.35391666264735844,0.25372642327885714,1.1806430082157964,0,4,1
3369,nm0113876,1,0.022164166666666665,John Brown,actor,-1.7,-0.35391666264735844,-0.26927468566169754,-2.5388783024872996,0,2,1
3370,nm0113947,1,1.1000524,Kaitlin Brown,actress,0.04,-0.35391666264735844,-0.17277320890030726,0.08135128480961826,0,1,0
3371,nm0114008,1,8.846779846153845,Kenneth A. Brown,actor,0.95,-0.35391666264735844,0.5207779548506898,1.451701241384443,6,4,1
3372,nm0114064,1,0.54265032,Laurie Brown,actress,-0.27,-0.35391666264735844,-0.22267645694257085,-0.38547122786971766,0,5,0
3373,nm0114231,2,4.822313,Matthew A. Brown,actor,0.68,-0.072376904511128,0.16047437065616812,1.045113891631473,0,4,1
3374,nm0114238,1,0.7027762,Max Brown,actor,-0.15,-0.35391666264735844,-0.20834066273881446,-0.2047657390906199,0,5,1
3375,nm0114256,1,1.17370368,Mel B,actress,0.07,-0.35391666264735844,-0.16617933667351148,0.12652765700439272,0,1,0
3376,nm0114314,1,1.164146142857143,Miquel Brown,actress,0.06,-0.35391666264735844,-0.16703500651010975,0.11146886627280123,0,1,0
3377,nm0114344,1,0.18318141304347826,Nicholas Brown,actor,-0.74,-0.35391666264735844,-0.2548590889616919,-1.0932343922545174,0,7,1
3378,nm0114352,1,8.846779846153845,Nicole Brown,actress,0.95,-0.35391666264735844,0.5207779548506898,1.451701241384443,6,4,0
