,Unnamed: 0.1,Unnamed: 0,nconst,nof_films,avg_profit,primaryName,category,log_avg_profit,nof_films_T,avg_profit_T,log_avg_profit_T,kmeans,avg_budget,avg_budget_T,cluster
48,48,48,nm0000318,15,2.112870125869697,Tim Burton,director,0.32,5.388201420378674,-0.07147418344715607,0.5466882345631147,3,112737046.56289004,1.4690866564625895,3
49,49,49,nm0000338,12,3.422689874758768,Francis Ford Coppola,director,0.53,4.1220708529841925,0.024263769334873283,0.8546526701826991,7,74461961.33826579,0.6742320663311061,3
50,50,50,nm0000343,7,0.6214638706139105,David Cronenberg,director,-0.21,2.011853240660057,-0.18048474140034365,-0.2305553410482174,5,36192525.14773928,-0.12050521091508802,3
51,51,51,nm0000361,13,1.3683094783228784,Brian De Palma,director,0.14,4.54411437544902,-0.12589595573960566,0.28271871831775663,7,68287635.7785085,0.5460105095837454,3
52,52,52,nm0000362,4,0.6103970730357142,Danny DeVito,director,-0.21,0.7457226732655758,-0.18129364090341518,-0.2305553410482174,0,68946106.36129427,0.5596848975602117,2
53,53,53,nm0000369,1,0.0204112571428571,Matt Dillon,director,-1.7,-0.5204078941289055,-0.2244171578849881,-2.4156363366347926,1,29715678.764453713,-0.2550091851614724,1
54,54,54,nm0000380,1,3.9736708,Robert Duvall,director,0.6,-0.5204078941289055,0.06453632275245905,0.9573074820558938,1,9530067.251962679,-0.6742016146793594,1
55,55,55,nm0000382,5,0.7313928263225806,Atom Egoyan,director,-0.14,1.1677661957304029,-0.17244976316769695,-0.12790052917502265,0,21066200.44661974,-0.434631973793436,1
56,56,56,nm0000386,11,1.055569604587564,Roland Emmerich,director,0.03,3.700027330519365,-0.1487548836876107,0.12140401394559334,7,164686326.4402467,2.547911780488095,3
57,57,57,nm0000391,1,0.03588,Rupert Everett,director,-1.4,-0.5204078941289055,-0.22328650935528727,-1.9756871428925291,1,15889523.192314196,-0.5421354751721034,1
