,Unnamed: 0.1,Unnamed: 0,nconst,nof_films,avg_profit,primaryName,category,log_avg_profit,nof_films_T,avg_profit_T,log_avg_profit_T,kmeans,avg_budget,avg_budget_T,cluster
476,476,476,nm0091076,1,0.1812975263157894,Sergei Bodrov,director,-0.74,-0.5204078941289055,-0.21265758405475754,-1.0077989166595496,1,124207052.81069426,1.7072830461348605,2
477,477,477,nm0093051,4,0.4747462720238095,Uwe Boll,director,-0.33,0.7457226732655758,-0.19120869218672124,-0.4065350185451228,0,42398835.81079567,0.008380577042312296,1
478,478,478,nm0093271,1,0.4604376923076923,Craig Bolotin,director,-0.34,-0.5204078941289055,-0.19225454153385574,-0.42119999166986494,1,23746803.677770045,-0.37896417396760235,1
479,479,479,nm0094435,3,1.606814972693032,Bong Joon Ho,director,0.21,0.3236791508007487,-0.10846300148950283,0.3853735301909514,0,28359736.822150942,-0.2831678860622288,1
480,480,480,nm0097079,1,3.509296714285714,Ole Bornedal,director,0.55,-0.5204078941289055,0.030594076631174215,0.8839826164321833,1,18727390.296878792,-0.48320179335249736,1
481,481,481,nm0097517,1,0.6312565151515152,Derrick Borte,director,-0.2,-0.5204078941289055,-0.17976897288246357,-0.21589036792347532,1,38883725.1,-0.06461735011837659,1
482,482,482,nm0097529,1,0.3719,Dave Borthwick,director,-0.43,-0.5204078941289055,-0.19872597961743402,-0.553184749792544,1,30440984.373053014,-0.23994684137151356,1
483,483,483,nm0098953,1,0.0169682539682539,Rachid Bouchareb,director,-1.7,-0.5204078941289055,-0.22466881547042158,-2.4156363366347926,1,28766730.232535098,-0.27471589755590436,1
484,484,484,nm0101047,5,1.3665631121946362,David Bowers,director,0.14,1.1677661957304029,-0.12602360194288484,0.28271871831775663,0,80109616.0855347,0.7915163067971868,2
485,485,485,nm0101385,2,0.5466169423076923,Rob Bowman,director,-0.26,-0.09836437166407844,-0.18595548780964025,-0.303880206671928,1,101644428.19257276,1.2387274403699475,2
486,486,486,nm0101508,1,1.870363233333333,Steve Box,director,0.27,-0.5204078941289055,-0.08919960974848858,0.4733633689394041,1,46803013.473568976,0.09984166224866863,1
487,487,487,nm0101741,1,2.384183333333333,David Boyd,director,0.38,-0.5204078941289055,-0.051643232610351766,0.6346780733115673,1,1581482.64294543,-0.8392690188261477,1
488,488,488,nm0102434,2,0.1424636666666666,Steve Boyum,director,-0.85,-0.09836437166407844,-0.21549604654135923,-1.1691136210317128,1,45913476.62331048,0.08136874587579564,1
489,489,489,nm0103187,1,0.6893351230769231,Dan Bradley,director,-0.16,-0.5204078941289055,-0.17552386432617198,-0.15723047542450685,1,86948597.80693726,0.9335407067738298,2
490,490,490,nm0103744,1,0.2529395,Tom Brady,director,-0.6,-0.5204078941289055,-0.2074210956756445,-0.80248929291316,1,13604111.379946956,-0.5895963771855136,1
491,491,491,nm0103785,3,4.395749591666667,Zach Braff,director,0.64,0.3236791508007487,0.09538710161814068,1.0159673745548623,0,13923125.188583715,-0.5829714516334962,1
492,492,492,nm0105169,2,0.37284302,Ash Brannon,director,-0.43,-0.09836437166407844,-0.19865705196207606,-0.553184749792544,1,111254636.03679475,1.4383015960450622,2
493,493,493,nm0106230,2,1.340205294642857,Kevin Bray,director,0.13,-0.09836437166407844,-0.12795015977219673,0.2680537451930145,1,57054299.7086738,0.3127290241161889,1
494,494,494,nm0107366,1,1.5122676,Neal Brennan,director,0.18,-0.5204078941289055,-0.11537370192002218,0.34137861081672505,1,14222418.242165545,-0.5767560648867951,1
495,495,495,nm0107774,1,4.456822538461538,Eric Bress,director,0.65,-0.5204078941289055,0.09985107378031485,1.0306323476796044,1,20970870.237057142,-0.43661168603194145,1
496,496,496,nm0108094,2,1.7565861243055556,Eric Brevig,director,0.25,-0.09836437166407844,-0.09751585898890194,0.44403342268991985,1,88913391.83846548,0.9743433737165127,2
497,497,497,nm0108132,2,4.278016321428572,Craig Brewer,director,0.63,-0.09836437166407844,0.08678168680706559,1.0013024014301202,1,13599509.768661432,-0.5896919383535902,1
498,498,498,nm0108613,1,1.007059801980198,Marshall Brickman,director,0.0,-0.5204078941289055,-0.15230058468610963,0.077409094571367,1,30592820.908265416,-0.2367936683281367,1
499,499,499,nm0108745,1,0.64472308,James Bridges,director,-0.19,-0.5204078941289055,-0.17878466847669028,-0.2012253947987332,1,63719609.44545256,0.45114679661322404,1
500,500,500,nm0109165,1,0.0984976666666666,Matthew Bright,director,-1.0,-0.5204078941289055,-0.21870962981156472,-1.3890882179028445,1,5815247.037147626,-0.7513468876926072,1
501,501,501,nm0109359,5,1.3327508388333331,Steven Brill,director,0.12,1.1677661957304029,-0.1284950243147517,0.25338877206827237,0,69245992.44274208,0.5659125996530077,2
502,502,502,nm0110293,1,0.75819275,Gaëtan Brizzi,director,-0.12,-0.5204078941289055,-0.1704908907123328,-0.09857058292553837,1,146134176.4785849,2.1626412718192465,2
503,503,503,nm0110294,1,0.75819275,Paul Brizzi,director,-0.12,-0.5204078941289055,-0.1704908907123328,-0.09857058292553837,1,146134176.4785849,2.1626412718192465,2
504,504,504,nm0110591,1,0.051055744680851,Jeremy Brock,director,-1.3,-0.5204078941289055,-0.2221772767842257,-1.829037411645108,1,7153631.327667458,-0.7235528046634948,1
505,505,505,nm0110903,1,0.3093767142857143,Kevin Brodie,director,-0.51,-0.5204078941289055,-0.2032959606247967,-0.6705045347904809,1,12786740.441876177,-0.6065706317992605,1
506,506,506,nm0111303,1,0.779137,Henry Bromell,director,-0.11,-0.5204078941289055,-0.16896002387416237,-0.08390560980079628,1,1766612.3848958516,-0.8354244493288999,1
507,507,507,nm0111845,1,4.605949857142857,Adam Brooks,director,0.66,-0.5204078941289055,0.1107511569455992,1.0452973208043466,1,10224496.474292807,-0.6597804774917815,1
508,508,508,nm0112498,1,0.4365455,Eric Bross,director,-0.36,-0.5204078941289055,-0.19400088073888994,-0.45052993791934914,1,17387917.174171768,-0.5110184880428716,1
509,509,509,nm0114197,1,1.7104539230769231,Mark Brown,director,0.23,-0.5204078941289055,-0.10088777524432857,0.41470347644043565,1,22604292.326423302,-0.4026905846748746,1
510,510,510,nm0114226,1,0.3866794,Matt Brown,director,-0.41,-0.5204078941289055,-0.19764571685567095,-0.5238548035430597,1,12983541.818919588,-0.6024836787077357,1
511,511,511,nm0116497,2,0.1229575064516129,John Bruno,director,-0.92,-0.09836437166407844,-0.21692179985376073,-1.2717684329049077,1,83675993.11420657,0.8655788760832657,2
512,512,512,nm0118176,1,1.9262306,Bob Buchholz,director,0.29,-0.5204078941289055,-0.0851161262641953,0.5026933151888883,1,8833061.92447926,-0.6886762495663866,1
513,513,513,nm0118333,4,1.9060327748275865,Chris Buck,director,0.28,0.7457226732655758,-0.08659243507256095,0.48802834206414625,0,196995612.17200026,3.218875252340327,2
514,514,514,nm0119106,1,6.846428928571428,John Carl Buechler,director,0.84,-0.5204078941289055,0.2745132927138846,1.3092668370497045,1,7136596.257890687,-0.72390657013066,1
515,515,515,nm0120526,1,0.001218,Paul Bunnell,director,0.0,-0.5204078941289055,-0.22582004034086392,0.077409094571367,1,2675341.4709826848,-0.8165529698528096,1
516,516,516,nm0121800,1,0.078565,Michael Burke,director,-1.1,-0.5204078941289055,-0.22016655753140693,-1.5357379491502658,1,1333102.089531079,-0.8444271111418712,1
517,517,517,nm0122653,5,42.85163221396826,Edward Burns,director,1.63,1.1677661957304029,2.9062223160114273,2.4677997139043315,6,3603119.3833746826,-0.7972859054436897,1
518,518,518,nm0123009,1,1.23248,Jeff Burr,director,0.09,-0.5204078941289055,-0.13582406698782346,0.20939385269404603,1,2927023.9794863095,-0.8113263061898581,1
519,519,519,nm0123379,2,0.372436271875,Nanette Burstein,director,-0.43,-0.09836437166407844,-0.198686782184741,-0.553184749792544,1,26071181.437828586,-0.3306940702973053,1
520,520,520,nm0123666,1,0.77503928,Mark Burton,director,-0.11,-0.5204078941289055,-0.16925953632555632,-0.08390560980079628,1,32458854.54729897,-0.1980419478650469,1
521,521,521,nm0125111,1,0.2097860909090909,Robert Butler,director,-0.68,-0.5204078941289055,-0.2105752846741179,-0.919809077911097,1,104830739.77158946,1.3048972312223304,2
522,522,522,nm0125186,1,0.75819275,Hendel Butoy,director,-0.12,-0.5204078941289055,-0.1704908907123328,-0.09857058292553837,1,146134176.4785849,2.1626412718192465,2
523,523,523,nm0125336,1,0.3955827692307692,Jez Butterworth,director,-0.4,-0.5204078941289055,-0.19699494766110104,-0.5091898304183177,1,22604292.326423302,-0.4026905846748746,1
524,524,524,nm0125803,10,1.8726806926195567,Bobby Farrelly,director,0.27,3.2779838080545387,-0.0890302209391452,0.4733633689394041,7,71008722.98287806,0.6025190357398077,3
525,525,525,nm0126032,1,0.16034108,Jeffrey W. Byrd,director,-0.8,-0.5204078941289055,-0.2141893423517002,-1.0957887554080024,1,39002511.22797415,-0.06215053133769752,1
526,526,526,nm0127373,1,0.946738,Louis C.K.,director,-0.02,-0.5204078941289055,-0.15670965382299298,0.04807914832188276,1,6085771.01096012,-0.7457289453401985,1
527,527,527,nm0128225,1,0.5302446086956522,Andy Cadiff,director,-0.28,-0.5204078941289055,-0.18715218201402262,-0.33321015292141226,1,37102308.880947255,-0.10161182969533614,1
528,528,528,nm0128687,1,0.0268461,M. Cahill,director,-1.52,-0.5204078941289055,-0.22394681936540212,-2.1516668203894347,1,14621029.958238719,-0.5684781381273502,1
529,529,529,nm0128883,2,1.80901344478294,Christopher Cain,director,0.26,-0.09836437166407844,-0.09368381695669921,0.458698395814662,1,23950718.58472822,-0.3747294949632128,1
530,530,530,nm0131969,1,1.2758394444444443,Brandon Camp,director,0.11,-0.5204078941289055,-0.13265481835769855,0.23872379894353024,1,25600352.83589798,-0.3404717173806086,1
