,Unnamed: 0.1,Unnamed: 0,nconst,nof_films,avg_profit,primaryName,category,log_avg_profit,nof_films_T,avg_profit_T,log_avg_profit_T,kmeans,kmeans_log,gender,avg_budget,avg_budget_T,cluster
498,498,498,nm0000653,7,1.3720592709153248,Brent Spiner,actor,0.14,1.3353218861700242,-0.14842090230595903,0.2319391921255331,4,0,1,98353626.19509871,1.0992721272102053,0
499,499,499,nm0000654,15,1.0705550027809154,Terence Stamp,actor,0.03,3.587639951259868,-0.1754140600611518,0.06629249407802679,4,6,1,86048069.49687645,0.8430177664909669,0
500,500,500,nm0000655,5,0.6765832638528139,Eric Stoltz,actor,-0.17,0.7722423698975633,-0.21068567119215253,-0.2348833205538029,7,9,1,42237906.157889694,-0.06929735055362153,0
501,501,501,nm0000656,5,1.3685947933004925,Madeleine Stowe,actress,0.14,0.7722423698975633,-0.1487310710189101,0.2319391921255331,7,9,0,88534995.98851664,0.8948062205934183,0
502,502,502,nm0000657,16,1.6951699407725307,David Strathairn,actor,0.23,3.8691797093960987,-0.11949336062368529,0.3674683087098564,4,6,1,63365350.93087951,0.3706664793408569,3
503,503,503,nm0000658,33,1.552163496441799,Meryl Streep,actress,0.19,8.655355597712017,-0.13229648124189083,0.3072331457834905,1,3,0,62690239.61150926,0.35660777205908584,3
504,504,504,nm0000659,7,1.9866399340136056,Barbra Streisand,actress,0.3,1.3353218861700242,-0.09339855421466318,0.4728798438309968,4,0,0,95748339.44703937,1.0450189059633601,0
505,505,505,nm0000660,1,0.7478659629629629,Tami Stronach,actress,-0.12,-0.35391666264735844,-0.20430385393231054,-0.15958936689584544,0,5,0,78712982.25856602,0.6902698545379362,1
506,506,506,nm0000661,27,2.199190390534391,Donald Sutherland,actor,0.34,6.966117048894634,-0.07436927798151188,0.5331150067573628,1,3,1,84954231.07712053,0.8202393687428026,3
507,507,507,nm0000662,18,1.7838906394856646,Kiefer Sutherland,actor,0.25,4.43225922566856,-0.11155034929806473,0.3975858901730394,1,6,1,62510834.01380715,0.3528717796228192,3
508,508,508,nm0000663,1,1.403451825,Dominique Swain,actress,0.15,-0.35391666264735844,-0.14561038101553306,0.24699798285712454,0,1,0,152481076.03140286,2.2264373091940945,4
509,509,509,nm0000664,4,3.952402097727273,Patrick Swayze,actor,0.6,0.4907026117613329,0.08259274608313959,0.9246435657787412,7,9,1,28251681.387686297,-0.36055041412951155,1
510,510,510,nm0000665,6,1.4573176067786775,D.B. Sweeney,actor,0.16,1.0537821280337938,-0.1407878703620174,0.26205677358871604,7,9,1,76716411.89859971,0.6486927139199861,0
511,511,511,nm0000666,8,2.750763096363716,Lili Taylor,actress,0.44,1.6168616443062547,-0.02498792376707604,0.6837029140732775,4,0,0,50980742.319173895,0.11276591942477639,0
512,512,512,nm0000667,16,0.7172174667601852,David Thewlis,actor,-0.14,3.8691797093960987,-0.20704776100228342,-0.18970694835902846,4,6,1,84001755.4047681,0.8004047484566224,3
513,513,513,nm0000668,22,1.468236685992606,Emma Thompson,actress,0.17,5.558418258213481,-0.1398103040091868,0.27711556432030754,1,6,0,78116287.77701813,0.6778441214594935,3
514,514,514,nm0000669,7,3.419655169319728,Fred Thompson,actor,0.53,1.3353218861700242,0.03489683129201475,0.8192320306576009,4,0,1,76215445.25673075,0.6382604441981017,0
515,515,515,nm0000670,5,3.750708580017544,Lea Thompson,actress,0.57,0.7722423698975633,0.06453547287959273,0.8794671935839666,7,9,0,75746330.74253406,0.6284914721078787,0
516,516,516,nm0000671,23,1.396383481777714,Billy Bob Thornton,actor,0.15,5.839958016349712,-0.14624319760830498,0.24699798285712454,1,3,1,66908652.27494131,0.44445317936795503,3
517,517,517,nm0000673,20,2.994819412015911,Marisa Tomei,actress,0.48,4.995338741941021,-0.0031379822378437765,0.7439380769996434,1,6,0,57995111.84703566,0.2588351159098404,3
518,518,518,nm0000674,1,1.493926392,Tamlyn Tomita,actress,0.17,-0.35391666264735844,-0.13751034888340072,0.27711556432030754,0,1,0,201642983.0486264,3.2501986361608974,4
519,519,519,nm0000675,6,1.3573947075396824,Jeanne Tripplehorn,actress,0.13,1.0537821280337938,-0.14973379540382148,0.2168804013939416,7,9,0,93168434.3153165,0.9912942386070726,0
520,520,520,nm0000676,8,3.3847667198224727,Chris Tucker,actor,0.53,1.6168616443062547,0.031773328507325595,0.8192320306576009,4,0,1,96502863.59620154,1.0607313282643123,0
521,521,521,nm0000677,7,0.6265295291316527,Robin Tunney,actress,-0.2,1.3353218861700242,-0.2151668958392363,-0.28005969274857734,4,0,0,73347538.95318972,0.5785383597415121,0
522,522,522,nm0000678,8,1.375562957554945,Kathleen Turner,actress,0.14,1.6168616443062547,-0.14810722327656012,0.2319391921255331,4,0,0,40074621.836817294,-0.11434618941114712,0
523,523,523,nm0000679,7,1.632635363550543,Deborah Kara Unger,actress,0.21,1.3353218861700242,-0.12509197360038415,0.3373507272466734,4,0,0,57867120.705349006,0.2561697925120474,0
524,524,524,nm0000680,3,1.2393042619047618,Casper Van Dien,actor,0.09,0.20916285362510245,-0.16030622957905974,0.15664523846757566,7,9,1,113716964.19768356,1.4192025826064012,4
525,525,525,nm0000681,24,2.533620736943217,Vince Vaughn,actor,0.4,6.121497774485943,-0.04442830515683245,0.6234677511469117,1,3,1,64383700.55165886,0.39187287718705843,3
526,526,526,nm0000683,1,0.3481326944444444,Gore Vidal,actor,-0.46,-0.35391666264735844,-0.24009128488273757,-0.6715882517699558,0,5,1,68616484.21413128,0.4800175502067199,1
527,527,527,nm0000685,22,2.2989890060516167,Jon Voight,actor,0.36,5.558418258213481,-0.0654344798472268,0.5632325882205457,1,6,1,76389636.82052775,0.641887858131348,3
528,528,528,nm0000686,34,1.5151211664359383,Christopher Walken,actor,0.18,8.936895355848247,-0.1356128172382435,0.292174355051899,1,3,1,74266575.45467575,0.5976766333638645,3
529,529,529,nm0000687,7,3.4139318410220247,J.T. Walsh,actor,0.53,1.3353218861700242,0.03438443156851964,0.8192320306576009,4,0,1,63706053.85046686,0.37776137240381336,0
530,530,530,nm0000688,6,1.6796669521816918,Sela Ward,actress,0.23,1.0537821280337938,-0.12088131648679404,0.3674683087098564,7,9,0,99786615.30041778,1.129113093865068,0
531,531,531,nm0000690,6,0.7635825824074075,Lesley Ann Warren,actress,-0.12,1.0537821280337938,-0.20289677206687873,-0.15958936689584544,7,9,0,10802772.65872963,-0.7239113787117225,0
532,532,532,nm0000691,1,0.5890942068965517,John Waters,actor,-0.23,-0.35391666264735844,-0.21851841575290493,-0.3252360649433518,0,5,1,46781172.06728132,0.02531289177347713,1
533,533,533,nm0000693,3,0.1126104275132275,Peter Weller,actor,-0.96,0.20916285362510245,-0.26117718773072246,-1.42452778834953,7,7,1,28043701.469847407,-0.36488144621487373,1
534,534,534,nm0000695,2,2.098973475,Joanne Whalley,actress,0.32,-0.072376904511128,-0.08334152579577062,0.5029974252941798,0,1,0,22115812.04090886,-0.48832547668660603,1
535,535,535,nm0000696,2,3.8490710375,Wil Wheaton,actor,0.59,-0.072376904511128,0.07334169425894889,0.9095847750471496,0,4,1,87352585.41418764,0.8701833714803734,4
536,536,536,nm0000698,3,25.66981205189256,Gene Wilder,actor,1.41,0.20916285362510245,2.0269150488959213,2.144405615037651,6,8,1,18091789.17114565,-0.5721228564638033,1
537,537,537,nm0000699,10,1.1818362441964234,Michael Wincott,actor,0.07,2.1799411605787156,-0.16545124221015076,0.12652765700439272,4,0,1,51778520.905280754,0.12937908424062294,0
538,538,538,nm0000700,5,5.323037736428572,Debra Winger,actress,0.73,0.7722423698975633,0.20530339376080392,1.1204078452894304,7,9,0,50441771.718784615,0.10154224462189879,0
539,539,539,nm0000701,24,1.0164067028940773,Kate Winslet,actress,0.01,6.121497774485943,-0.1802618640742257,0.03617491261484381,1,3,0,90948753.74729113,0.9450709885006854,3
540,540,540,nm0000702,23,1.816784079274812,Reese Witherspoon,actress,0.26,5.839958016349712,-0.10860545629594123,0.4126446809046309,1,3,0,61769810.63983767,0.33744050124741704,3
541,541,541,nm0000703,7,2.377560215367678,BD Wong,actor,0.38,1.3353218861700242,-0.05840013482382825,0.5933501696837287,4,0,1,159252022.95105487,2.367437405078418,4
542,542,542,nm0000704,14,1.9721934022791985,Elijah Wood,actor,0.29,3.306100193123638,-0.09469192731526689,0.4578210530994053,4,6,1,92447031.05692117,0.9762715350159724,0
543,543,543,nm0000705,16,1.302409438903578,Robin Wright,actress,0.11,3.8691797093960987,-0.15465653178725589,0.18676281993075863,4,6,0,99689492.8031058,1.1270905877671737,3
544,544,544,nm0000706,16,1.8965009566357245,Michelle Yeoh,actress,0.28,3.8691797093960987,-0.10146854158601348,0.4427622623678139,4,6,0,89731355.75422177,0.919719551576264,3
545,545,545,nm0000707,3,5.241111265873016,Sean Young,actress,0.72,0.20916285362510245,0.1979686579784023,1.105349054557839,7,4,0,48433212.8556645,0.05971545205507712,1
546,546,546,nm0000708,5,2.1640209446666665,Billy Zane,actor,0.33,0.7722423698975633,-0.07751793788720511,0.5180562160257713,7,9,1,122338885.6874774,1.5987478915852114,4
547,547,547,nm0000715,7,1.104288136727852,Caroline Aaron,actress,0.04,1.3353218861700242,-0.17239399068753755,0.08135128480961826,4,0,0,43520445.08616507,-0.04258940054188225,0
548,548,548,nm0000716,2,2.583098575,Paula Abdul,actress,0.41,-0.072376904511128,-0.03999863954607155,0.6385265418785031,0,4,0,64171460.01475863,0.387453120776531,1
549,549,549,nm0000717,1,23.843868285714287,Kareem Abdul-Jabbar,actor,1.38,-0.35391666264735844,1.863441448878463,2.0992292428428767,6,8,1,12439094.915535288,-0.689836145536049,1
550,550,550,nm0000718,3,2.0799458340385275,Ian Abercrombie,actor,0.32,0.20916285362510245,-0.08504503771406038,0.5029974252941798,7,9,1,58722308.07952461,0.27397845401666604,1
551,551,551,nm0000719,10,1.3580939255207531,F. Murray Abraham,actor,0.13,2.1799411605787156,-0.14967119562244827,0.2168804013939416,4,0,1,82490378.00254709,0.7689314019425554,0
552,552,552,nm0000722,4,3.1308666791666666,Joss Ackland,actor,0.5,0.4907026117613329,0.009042095235308571,0.7740556584628264,7,9,1,41678672.82512575,-0.08094298217311724,1
553,553,553,nm0000724,2,1.6127889666666668,Brooke Adams,actress,0.21,-0.072376904511128,-0.12686878732601875,0.3373507272466734,0,1,0,21940038.569982015,-0.49198583269717705,1
554,554,554,nm0000725,10,5.821218379368483,Joey Lauren Adams,actress,0.76,2.1799411605787156,0.2499046485578523,1.165584217484205,4,0,0,20287579.028520223,-0.5263971132102213,0
555,555,555,nm0000726,2,2.732429436363637,Maud Adams,actress,0.44,-0.072376904511128,-0.026629304765342997,0.6837029140732775,0,4,0,62326965.79892677,0.3490428563960004,1
556,556,556,nm0000728,1,0.0054755263157894,Mario Adorf,actor,-2.0,-0.35391666264735844,-0.2707687908844803,-2.990642024435044,0,2,1,36641540.88727839,-0.18583762905878046,1
557,557,557,nm0000729,19,4.874211076931855,Casey Affleck,actor,0.69,4.71379898380479,0.1651207160843137,1.0601726823630644,1,6,1,31050774.47403132,-0.3022613153893784,3
558,558,558,nm0000732,6,1.4648910189102564,Danny Aiello,actor,0.16,1.0537821280337938,-0.14010983581982756,0.26205677358871604,7,9,1,71724394.95720626,0.5447375543617686,0
559,559,559,nm0000737,6,2.454816232295752,Jane Alexander,actress,0.39,1.0537821280337938,-0.05148353670937736,0.6084089604153202,7,9,0,87847343.65835059,0.8804863557888252,0
560,560,560,nm0000741,14,2.250240709785899,Tim Allen,actor,0.35,3.306100193123638,-0.0697988308381414,0.5481737974889542,4,6,1,103363601.91963086,1.2036012655005808,0
561,561,561,nm0000744,3,0.942707443915344,Maria Conchita Alonso,actress,-0.03,0.20916285362510245,-0.18686003177633898,-0.024060250311522112,7,9,0,58402149.59650069,0.26731138405728844,1
562,562,562,nm0000746,1,0.2575296363636363,Trini Alvarado,actress,-0.59,-0.35391666264735844,-0.24820282059999604,-0.8673525312806452,0,7,0,22026217.36103615,-0.49019122140483906,1
563,563,563,nm0000749,1,0.4856166666666666,Mädchen Amick,actress,-0.31,-0.35391666264735844,-0.2277825816794032,-0.4457063907960836,0,5,0,81624668.27968174,0.7509036201004436,4
564,564,564,nm0000751,2,2.1600046666666666,Suzy Amis,actress,0.33,-0.072376904511128,-0.07787750833810957,0.5180562160257713,0,1,0,23829126.349539906,-0.4526469394504321,1
565,565,565,nm0000754,1,0.6936144571428572,Kevin Anderson,actor,-0.16,-0.35391666264735844,-0.20916089779480754,-0.2198245298222114,0,5,1,75766989.6653823,0.6289216793059317,1
566,566,566,nm0000755,1,10.722346181818182,Lindsay Anderson,actor,1.03,-0.35391666264735844,0.6886941780344583,1.572171567237175,6,8,1,17949631.91274934,-0.5750831790453254,1
567,567,567,nm0000758,1,0.7745131428571429,Melody Anderson,actress,-0.11,-0.35391666264735844,-0.2019181778187839,-0.14453057616425397,0,5,0,124390949.15535288,1.6414806362315144,4
568,568,568,nm0000763,1,11.261904761904765,Dana Andrews,actor,1.05,-0.35391666264735844,0.7369999282666646,1.6022891487003579,6,8,1,29951632.27564129,-0.3251501605099463,1
569,569,569,nm0000764,1,2.0571876,André René Roussimoff,actor,0.31,-0.35391666264735844,-0.08708254320422384,0.4879386345625883,0,1,1,39913963.356631495,-0.1176917866192835,1
570,570,570,nm0000767,2,0.3877144099999999,Jean-Hugues Anglade,actor,-0.41,-0.072376904511128,-0.23654760207246311,-0.5962942981119984,0,5,1,27038765.9680825,-0.3858085046880622,1
571,571,571,nm0000768,1,0.2197756818181818,Francesca Annis,actress,-0.66,-0.35391666264735844,-0.251582867115535,-0.9727640664017856,0,7,0,35489165.016558245,-0.20983502708810556,1
572,572,572,nm0000775,17,1.6113075037915805,Christina Applegate,actress,0.21,4.150719467532329,-0.12700142014525911,0.3373507272466734,1,6,0,60927094.115068264,0.3198915362051838,3
573,573,573,nm0000781,1,0.9413245,Eve Arden,actress,-0.03,-0.35391666264735844,-0.18698384436282225,-0.024060250311522112,0,1,0,65271388.77363396,0.41035834545304006,1
574,574,574,nm0000782,2,1.2145979017857145,Asia Argento,actress,0.08,-0.072376904511128,-0.16251814744137252,0.1415864477359842,0,1,0,89872341.90196043,0.9226554866213041,4
575,575,575,nm0000784,1,12.3983825,Pedro Armendáriz,actor,1.09,-0.35391666264735844,0.8387468224631792,1.6625243116267239,6,8,1,19847951.297777932,-0.5355520442595488,1
576,576,576,nm0000787,2,4.2582684923076926,Bess Armstrong,actress,0.63,-0.072376904511128,0.10997643750484999,0.9698199379735156,0,4,0,18466835.35462134,-0.564312789650602,1
577,577,577,nm0000792,9,1.8260608383910533,Tom Arnold,actor,0.26,1.8984014024424851,-0.10777492403239797,0.4126446809046309,4,0,1,53084308.74426591,0.15657117608336227,0
578,578,578,nm0000793,1,1.29602632,Alexis Arquette,actress,0.11,-0.35391666264735844,-0.15522800142714047,0.18676281993075863,0,1,0,46899937.26359581,0.027786091499716375,1
579,579,579,nm0000794,1,3.119232,Lewis Arquette,actor,0.49,-0.35391666264735844,0.00800046245140089,0.7589968677312349,0,4,1,10599674.309375111,-0.7281407556471433,1
580,580,580,nm0000795,1,0.096492,Jean Arthur,actress,-1.0,-0.35391666264735844,-0.26262024278039836,-1.484762951275896,0,7,0,32821601.800196666,-0.2653851109608364,1
581,581,581,nm0000796,1,1.4848264516129033,Dana Ashbrook,actor,0.17,-0.35391666264735844,-0.1383250508707114,0.27711556432030754,0,1,1,15802463.142472235,-0.6197964231574882,1
582,582,582,nm0000798,2,0.7615884968253968,Linden Ashby,actor,-0.12,-0.072376904511128,-0.20307529911402677,-0.15958936689584544,0,5,1,97549271.31916937,1.0825220158924092,4
583,583,583,nm0000799,5,2.2366448835108224,Edward Asner,actor,0.35,0.7722423698975633,-0.07101604174439544,0.5481737974889542,7,9,1,102029973.25320297,1.1758294084661325,0
584,584,584,nm0000800,7,1.376840673000358,Armand Assante,actor,0.14,1.3353218861700242,-0.14799283161372334,0.2319391921255331,4,0,1,91887188.67826973,0.96461322045426,0
585,585,585,nm0000803,1,13.078468,Christopher Atkins,actor,1.12,-0.35391666264735844,0.8996337057637347,1.7077006838214985,6,8,1,15993122.034259655,-0.6158260889719993,1
586,586,586,nm0000804,1,0.58009932,Stéphane Audran,actress,-0.24,-0.35391666264735844,-0.2193237124821721,-0.3402948556749432,0,5,0,48460391.97623022,0.060281437677368044,1
587,587,587,nm0000805,1,7.066184222222223,Claudine Auger,actress,0.85,-0.35391666264735844,0.36136429589192015,1.3011133340685281,0,4,0,86782596.83829093,0.8583137696642457,4
588,588,588,nm0000809,1,0.455922625,Daniel Auteuil,actor,-0.34,-0.35391666264735844,-0.23044103807890026,-0.4908827629908581,0,5,1,12480803.592951726,-0.688967592350695,1
589,589,589,nm0000815,1,1.3012229454545454,Mili Avital,actress,0.11,-0.35391666264735844,-0.1547627565018956,0.18676281993075863,0,1,0,112884363.97531028,1.4018642822798681,4
590,590,590,nm0000817,1,4.913663888888889,Lew Ayres,actor,0.69,-0.35391666264735844,0.16865285837746166,1.0601726823630644,0,4,1,11942618.019704238,-0.7001749195284062,1
591,591,591,nm0000818,2,0.2155563,Shabana Azmi,actress,-0.66,-0.072376904511128,-0.2519606211014149,-0.9727640664017856,0,7,0,21502060.21636653,-0.5011064166550581,1
592,592,592,nm0000819,2,2.39580975,Barbara Bach,actress,0.38,-0.072376904511128,-0.0567662854248223,0.5933501696837287,0,4,0,45889424.898147,0.006742898854528736,1
593,593,593,nm0000821,4,0.2129098047134551,Amitabh Bachchan,actor,-0.68,0.4907026117613329,-0.2521975572655697,-1.0028816478649685,7,7,1,9066459.17849015,-0.7600688571418728,1
594,594,594,nm0000827,2,105.62776685714286,Maxine Bahns,actress,2.02,-0.072376904511128,9.185413007135521,3.0629918496647317,5,8,0,3442287.023247561,-0.8771881940041245,2
595,595,595,nm0000828,1,0.779137,Barbara Bain,actress,-0.11,-0.35391666264735844,-0.20150421185383452,-0.14453057616425397,0,5,0,1766612.3848958516,-0.9120829121997094,1
596,596,596,nm0000832,3,3.3748903650548034,Diane Baker,actress,0.53,0.20916285362510245,0.03088911547797273,0.8192320306576009,7,4,0,59902987.18687665,0.2985652465762231,1
597,597,597,nm0000833,7,1.5086564028107607,Joe Don Baker,actor,0.18,1.3353218861700242,-0.1361915963894118,0.292174355051899,4,0,1,93844953.65160348,1.0053822668276462,0
598,598,598,nm0000834,6,1.1266969081217582,Kathy Baker,actress,0.05,1.0537821280337938,-0.17038777198596314,0.09641007554120976,7,9,0,51224579.666488685,0.1178436566688503,0
599,599,599,nm0000836,5,1.995172665694444,Scott Bakula,actor,0.3,0.7722423698975633,-0.09263463344575082,0.4728798438309968,7,9,1,26918388.646687865,-0.38831527575869024,1
600,600,600,nm0000837,10,1.6868896521587302,Bob Balaban,actor,0.23,2.1799411605787156,-0.12023468059966388,0.3674683087098564,4,0,1,63501315.19305904,0.3734978372338738,0
601,601,601,nm0000838,3,0.7081330855072464,Daniel Baldwin,actor,-0.15,0.20916285362510245,-0.2078610700071151,-0.2047657390906199,7,5,1,40338821.836796135,-0.10884441458235118,1
602,602,602,nm0000842,3,4.782013365266106,Martin Balsam,actor,0.68,0.20916285362510245,0.15686641377854374,1.045113891631473,7,4,1,50277638.18588352,0.09812428194230413,1
603,603,603,nm0000843,8,1.3661188101678765,Anne Bancroft,actress,0.14,1.6168616443062547,-0.1489527415236477,0.2319391921255331,4,0,0,58035253.18029927,0.2596710302813835,0
604,604,604,nm0000846,1,8.264083666666666,Ian Bannen,actor,0.92,-0.35391666264735844,0.4686101696529237,1.4065248691896688,6,4,1,5627992.471631498,-0.83167245130903,1
605,605,605,nm0000848,1,0.086,Olivia Barash,actress,-1.05,-0.35391666264735844,-0.2635595734668921,-1.5600569049338535,0,7,0,4372943.458809223,-0.8578079436186583,1
606,606,606,nm0000849,12,1.02163691165101,Javier Bardem,actor,0.01,2.743020676851177,-0.17979361249376868,0.03617491261484381,4,0,1,95765838.43185973,1.045383309726501,0
607,607,607,nm0000852,2,0.1701212287323943,Jean-Marc Barr,actor,-0.77,-0.072376904511128,-0.2560283447656058,-1.1384107644492918,0,7,1,22118040.59434373,-0.4882790686654343,1
608,608,608,nm0000854,1,2.360134257142857,Majel Barrett,actress,0.37,-0.35391666264735844,-0.059960250845762265,0.5782913789521372,0,1,0,139939817.79977196,1.9652746336992313,4
609,609,609,nm0000855,10,2.3234822288955344,Raymond J. Barry,actor,0.37,2.1799411605787156,-0.06324164379800637,0.5782913789521372,4,0,1,42701006.748852156,-0.0596536140859385,0
610,610,610,nm0000859,2,1.9339574512578617,Lionel Barrymore,actor,0.29,-0.072376904511128,-0.09811512614500505,0.4578210530994053,0,1,1,65465710.545330256,0.41440495647609593,1
611,611,611,nm0000862,3,2.1086657080368907,Robin Bartlett,actress,0.32,0.20916285362510245,-0.0824737968678065,0.5029974252941798,7,9,0,54577201.441813566,0.1876595919278695,1
612,612,612,nm0000863,2,1.08637795,Billy Barty,actor,0.04,-0.072376904511128,-0.17399745885321655,0.08135128480961826,0,1,1,38727435.251583,-0.14240038034576938,1
613,613,613,nm0000867,23,2.553920358652347,Jason Bateman,actor,0.41,5.839958016349712,-0.04261091499331739,0.6385265418785031,1,3,1,63303266.03945963,0.36937360616564957,3
614,614,614,nm0000869,3,1.1837608184458968,Alan Bates,actor,0.07,0.20916285362510245,-0.16527893839286464,0.12652765700439272,7,9,1,34403172.39918574,-0.2324500416490321,1
615,615,615,nm0000870,23,2.100747181704304,Kathy Bates,actress,0.32,5.839958016349712,-0.08318272888991926,0.5029974252941798,1,3,0,73253633.11234176,0.5765828381991367,3
616,616,616,nm0000871,3,1.4958883619047618,Randall Batinkoff,actor,0.18,0.20916285362510245,-0.13733469709751434,0.292174355051899,7,9,1,37464162.043917485,-0.16870713559324513,1
617,617,617,nm0000872,6,1.468863427233743,Patrick Bauchau,actor,0.17,1.0537821280337938,-0.13975419294549146,0.27711556432030754,7,9,1,46456302.66827155,0.0185477203796044,0
618,618,618,nm0000873,1,13.274457571428572,Belinda Bauer,actress,1.12,-0.35391666264735844,0.9171803144823403,1.7077006838214985,6,8,0,21202945.183946326,-0.5073352719026574,1
619,619,619,nm0000874,3,1.284189035959596,Steven Bauer,actor,0.11,0.20916285362510245,-0.15628777307638692,0.18676281993075863,7,9,1,37345039.594665535,-0.1711877748547568,1
620,620,620,nm0000880,1,8.305882352941177,Meredith Baxter,actress,0.92,-0.35391666264735844,0.47235233403271515,1.4065248691896688,6,4,0,44782982.392298244,-0.01629796991411675,1
621,621,621,nm0000882,3,1.0709763311965812,Nathalie Baye,actress,0.03,0.20916285362510245,-0.17537633925387705,0.06629249407802679,7,9,0,37124657.0981187,-0.17577708171435444,1
622,622,622,nm0000883,1,0.4727135,Stephanie Beacham,actress,-0.33,-0.35391666264735844,-0.22893777996409087,-0.4758239722592666,0,5,0,43860534.22631535,-0.03550728899390528,1
623,623,623,nm0000884,4,4.113055785565477,Jennifer Beals,actress,0.61,0.4907026117613329,0.09697579401344918,0.9397023565103326,7,9,0,42586736.52488569,-0.06203320924850444,1
624,624,624,nm0000885,11,2.541199494175739,Ned Beatty,actor,0.4,2.4614809187149462,-0.04374979207696262,0.6234677511469117,4,0,1,114296167.16966887,1.4312640675885655,0
625,625,625,nm0000886,6,1.6938327908038957,Warren Beatty,actor,0.23,1.0537821280337938,-0.11961307335700429,0.3674683087098564,7,9,1,105085168.33953898,1.2394516470142425,0
626,626,626,nm0000889,4,1.4246070448757764,Bonnie Bedelia,actress,0.15,0.4907026117613329,-0.1437163906220105,0.24699798285712454,7,9,0,82235525.40849954,0.7636242801140298,0
627,627,627,nm0000890,1,3.4000798536585366,Noah Beery Jr.,actor,0.53,-0.35391666264735844,0.03314428700128291,0.8192320306576009,0,4,1,64453924.36702773,0.3933352375951182,1
628,628,628,nm0000892,3,1.004280067777778,Jason Beghe,actor,0.0,0.20916285362510245,-0.18134754082686128,0.021116121883252334,7,9,1,55516741.25102364,0.20722483217532495,1
629,629,629,nm0000893,7,1.956799287069597,Ed Begley Jr.,actor,0.29,1.3353218861700242,-0.09607013593209862,0.4578210530994053,4,0,1,33101490.863775693,-0.259556622675531,0
630,630,630,nm0000896,1,0.0713857368421052,Harry Belafonte,actor,-1.15,-0.35391666264735844,-0.2648679632729067,-1.710644812249768,0,7,1,36829897.90193497,-0.18191522980765373,1
631,631,631,nm0000897,1,12.743304857142856,Ralph Bellamy,actor,1.11,-0.35391666264735844,0.8696271269353516,1.692641893089907,6,8,1,32152449.427605767,-0.27931972746516853,1
632,632,632,nm0000899,10,2.0654026034501536,Monica Bellucci,actress,0.32,2.1799411605787156,-0.0863470680964864,0.5029974252941798,4,0,0,127614639.69412279,1.708611671293787,0
633,633,633,nm0000901,2,0.1555573958333333,Jean-Paul Belmondo,actor,-0.8,-0.072376904511128,-0.25733221963741815,-1.1835871366440665,0,7,1,7954133.887247222,-0.7832322306819319,1
634,634,634,nm0000902,8,0.6925669930111737,Jim Belushi,actor,-0.16,1.6168616443062547,-0.20925467545415674,-0.2198245298222114,4,0,1,74711409.99554153,0.6069399924861595,0
635,635,635,nm0000903,1,0.6211954285714286,Brian Benben,actor,-0.21,-0.35391666264735844,-0.2156444486738781,-0.2951184834801688,0,5,1,16076224.713802883,-0.6140955354876956,1
636,636,636,nm0000905,2,2.091657963636364,Roberto Benigni,actor,0.32,-0.072376904511128,-0.08399647092646609,0.5029974252941798,0,1,1,20588041.021217212,-0.5201402084843979,1
637,637,637,nm0000906,19,1.4019159218485753,Annette Bening,actress,0.15,4.71379898380479,-0.14574788777893524,0.24699798285712454,1,6,0,56346291.28906767,0.22449961460871964,3
638,638,638,nm0000907,2,0.308391475,Richard Benjamin,actor,-0.51,-0.072376904511128,-0.243649247801423,-0.7468822054279133,0,5,1,35723910.62306385,-0.20494661880216158,1
639,639,639,nm0000911,1,3.2748428205128204,Nigel Bennett,actor,0.51,-0.35391666264735844,0.02193203115690598,0.7891144491944179,0,4,1,24287136.19945226,-0.4431092140008098,1
640,640,640,nm0000916,7,1.4435829201607917,Peter Berg,actor,0.16,1.3353218861700242,-0.14201751319556247,0.26205677358871604,4,0,1,36519832.556688845,-0.1883721174378341,0
641,641,641,nm0000919,1,0.0054755263157894,Senta Berger,actress,-2.0,-0.35391666264735844,-0.2707687908844803,-2.990642024435044,0,2,0,36641540.88727839,-0.18583762905878046,1
642,642,642,nm0000920,2,1.4761549444444446,Patrick Bergin,actor,0.17,-0.072376904511128,-0.13910139596997592,0.27711556432030754,0,1,1,62407429.54404166,0.3507184559703351,1
643,643,643,nm0000922,1,0.3881917877094972,Sandahl Bergman,actress,-0.41,-0.35391666264735844,-0.2365048632684621,-0.5962942981119984,0,5,0,50273402.641416274,0.09803607977751223,1
644,644,644,nm0000924,4,1.0792546582875455,Elizabeth Berkley,actress,0.03,0.4907026117613329,-0.17463519488965906,0.06629249407802679,7,9,0,47505595.524884894,0.04039848883915416,1
645,645,645,nm0000925,6,3.930692571363636,Steven Berkoff,actor,0.59,1.0537821280337938,0.08064912958460653,0.9095847750471496,7,9,1,102213719.63562383,1.1796557946196764,0
646,646,646,nm0000926,2,6.577668410904256,Milton Berle,actor,0.82,-0.072376904511128,0.31762831682135745,1.2559369618737537,0,4,1,62635807.584037796,0.3554742642670842,1
647,647,647,nm0000928,2,0.1347357192307692,Sandra Bernhard,actress,-0.89,-0.072376904511128,-0.2591963484762512,-1.3191162532283895,0,7,0,81925425.87723549,0.7571666805846331,4
648,648,648,nm0000929,4,1.7055296303030305,Corbin Bernsen,actor,0.23,0.4907026117613329,-0.11856587546560807,0.3674683087098564,7,9,1,15767326.162564838,-0.6205281254725143,1
